timestamp,day,slot,meter_id,totaliser_kl,interval_gross_kl,temp_c,density_15c,vcf,interval_net_kl15,n_trucks
2026-01-01 22:00:00,0,2,LB-09,63.92,10.3305,22.28,832.66,0.993743,10.2658,1
2026-01-01 22:00:00,0,2,LB-10,64.959,13.3418,21.59,832.42,0.994338,13.2662,1
2026-01-02 06:00:00,1,0,LB-01,62.493,20.6235,20.52,831.45,0.995246,20.5254,2
2026-01-02 06:00:00,1,0,LB-02,115.49,10.2343,20.87,832.12,0.994948,10.1826,1
2026-01-02 06:00:00,1,0,LB-03,186.679,44.6273,20.92,831.67,0.994899,44.3996,4
2026-01-02 06:00:00,1,0,LB-04,109.66,32.2416,20.74,832.36,0.995068,32.0826,3
2026-01-02 06:00:00,1,0,LB-05,75.991,9.6728,20.72,832.51,0.995082,9.6252,1
2026-01-02 06:00:00,1,0,LB-06,87.539,24.4295,20.91,830.76,0.994899,24.3049,2
2026-01-02 06:00:00,1,0,LB-07,57.174,21.1105,20.91,831.2,0.99491,21.0031,2
2026-01-02 06:00:00,1,0,LB-08,119.829,34.8214,21.16,832.34,0.994704,34.637,3
2026-01-02 06:00:00,1,0,LB-09,77.791,13.8712,20.38,831.38,0.995365,13.8069,1
2026-01-02 06:00:00,1,0,LB-10,96.686,31.7274,20.62,832.53,0.995176,31.5744,3
2026-01-02 14:00:00,1,1,LB-01,77.972,15.4796,27.41,831.64,0.989299,15.3139,1
2026-01-02 14:00:00,1,1,LB-02,133.844,18.354,27.93,831.95,0.988861,18.1495,2
2026-01-02 14:00:00,1,1,LB-03,205.541,18.8623,27.2,831.6,0.98948,18.6638,2
2026-01-02 14:00:00,1,1,LB-04,135.106,25.4469,27.53,832.48,0.98922,25.1726,2
2026-01-02 14:00:00,1,1,LB-05,108.3,32.309,27.3,831.74,0.989395,31.9664,3
2026-01-02 14:00:00,1,1,LB-06,105.182,17.6437,26.95,831.95,0.989701,17.462,1
2026-01-02 14:00:00,1,1,LB-07,93.621,36.4472,27.91,832.26,0.988886,36.0422,3
2026-01-02 14:00:00,1,1,LB-08,169.781,49.9518,28.01,831.51,0.988775,49.3911,4
2026-01-02 14:00:00,1,1,LB-09,111.237,33.4463,27.83,832.23,0.988953,33.0769,3
2026-01-02 14:00:00,1,1,LB-10,133.233,36.547,27.95,832.26,0.988846,36.1393,3
2026-01-02 22:00:00,1,2,LB-01,106.99,29.0176,22.9,831.75,0.993198,28.8202,2
2026-01-02 22:00:00,1,2,LB-02,145.881,12.0367,23.23,831.7,0.992911,11.9513,1
2026-01-02 22:00:00,1,2,LB-03,229.336,23.7954,22.57,831.51,0.993474,23.6401,2
2026-01-02 22:00:00,1,2,LB-04,150.392,15.2859,22.71,832.04,0.993364,15.1844,1
2026-01-02 22:00:00,1,2,LB-05,130.917,22.617,22.7,832.24,0.993379,22.4672,2
2026-01-02 22:00:00,1,2,LB-06,130.985,25.8024,22.43,832.21,0.99361,25.6376,2
2026-01-02 22:00:00,1,2,LB-07,106.584,12.9633,22.86,832.43,0.993242,12.8757,1
2026-01-02 22:00:00,1,2,LB-08,194.41,24.6299,22.78,832.31,0.993313,24.4652,2
2026-01-02 22:00:00,1,2,LB-09,123.123,11.8858,22.48,832.13,0.993568,11.8094,1
2026-01-02 22:00:00,1,2,LB-10,145.92,12.6866,22.6,831.65,0.993453,12.6035,1
2026-01-03 06:00:00,2,0,LB-01,116.037,9.0468,20.54,832.18,0.995235,9.0037,1
2026-01-03 06:00:00,2,0,LB-02,162.108,16.2278,20.71,832.65,0.995098,16.1482,1
2026-01-03 06:00:00,2,0,LB-03,271.858,42.5221,20.58,831.47,0.995191,42.3176,4
2026-01-03 06:00:00,2,0,LB-04,185.381,34.9883,21.04,833.82,0.994827,34.8073,3
2026-01-03 06:00:00,2,0,LB-05,151.079,20.1629,21.01,831.49,0.994824,20.0585,2
2026-01-03 06:00:00,2,0,LB-06,143.988,13.0035,21.01,832.49,0.994839,12.9364,1
2026-01-03 06:00:00,2,0,LB-07,138.238,31.6539,20.94,832.67,0.994896,31.4923,3
2026-01-03 06:00:00,2,0,LB-08,205.595,11.1844,20.89,831.38,0.994926,11.1276,1
2026-01-03 06:00:00,2,0,LB-09,163.336,40.2125,20.66,832.97,0.995142,40.0171,3
2026-01-03 06:00:00,2,0,LB-10,164.048,18.1286,20.24,831.86,0.995492,18.0469,2
2026-01-03 14:00:00,2,1,LB-01,166.667,50.63,27.69,832.88,0.989086,50.0775,4
2026-01-03 14:00:00,2,1,LB-02,193.053,30.9451,27.92,831.89,0.988862,30.6004,3
2026-01-03 14:00:00,2,1,LB-03,313.073,41.2147,27.84,832.6,0.988956,40.7595,3
2026-01-03 14:00:00,2,1,LB-04,204.601,19.2209,28.37,832.09,0.988478,18.9994,2
2026-01-03 14:00:00,2,1,LB-05,181.787,30.7072,27.54,831.83,0.989191,30.3753,3
2026-01-03 14:00:00,2,1,LB-06,182.358,38.3699,27.95,833.14,0.988874,37.943,3
2026-01-03 14:00:00,2,1,LB-07,154.347,16.1085,27.65,831.29,0.989078,15.9325,1
2026-01-03 14:00:00,2,1,LB-08,239.025,33.4299,28.05,831.73,0.988747,33.0538,3
2026-01-03 14:00:00,2,1,LB-09,182.517,19.1813,28.22,833.15,0.988638,18.9634,2
2026-01-03 14:00:00,2,1,LB-10,182.139,18.0907,27.62,831.79,0.989118,17.8938,1
2026-01-03 22:00:00,2,2,LB-01,179.208,12.5415,22.33,832.09,0.993696,12.4624,1
2026-01-03 22:00:00,2,2,LB-02,215.608,22.5549,22.24,831.75,0.993765,22.4143,2
2026-01-03 22:00:00,2,2,LB-03,331.593,18.5194,21.76,832.84,0.994197,18.4119,2
2026-01-03 22:00:00,2,2,LB-04,209.44,4.838,21.86,832.61,0.994105,4.8095,0
2026-01-03 22:00:00,2,2,LB-05,203.305,21.5183,22.31,832.21,0.993711,21.383,2
2026-01-03 22:00:00,2,2,LB-06,198.664,16.3058,21.98,831.7,0.993986,16.2077,1
2026-01-03 22:00:00,2,2,LB-07,187.002,32.655,22.1,831.13,0.993878,32.4551,3
2026-01-03 22:00:00,2,2,LB-08,258.711,19.6862,22.2,831.5,0.993799,19.5641,2
2026-01-03 22:00:00,2,2,LB-09,198.019,15.5015,22.36,832.46,0.993677,15.4035,1
2026-01-03 22:00:00,2,2,LB-10,194.555,12.4157,22.02,831.66,0.993959,12.3407,1
2026-01-04 06:00:00,3,0,LB-01,198.564,19.3561,19.95,832.69,0.995749,19.2738,2
2026-01-04 06:00:00,3,0,LB-02,226.787,11.179,19.7,832.76,0.995967,11.1339,1
2026-01-04 06:00:00,3,0,LB-03,375.962,44.3694,19.53,831.79,0.996106,44.1966,4
2026-01-04 06:00:00,3,0,LB-04,232.031,22.5919,19.86,832.73,0.995827,22.4976,2
2026-01-04 06:00:00,3,0,LB-05,226.743,23.4382,19.61,831.02,0.996025,23.345,2
2026-01-04 06:00:00,3,0,LB-06,220.936,22.2717,19.28,830.93,0.996314,22.1896,2
2026-01-04 06:00:00,3,0,LB-07,208.727,21.7249,19.84,831.91,0.995841,21.6346,2
2026-01-04 06:00:00,3,0,LB-08,285.014,26.3031,19.99,832.26,0.995713,26.1904,2
2026-01-04 06:00:00,3,0,LB-09,216.636,18.6173,20.35,831.21,0.995386,18.5314,2
2026-01-04 06:00:00,3,0,LB-10,235.093,40.5386,19.76,832.09,0.995909,40.3727,3
2026-01-04 14:00:00,3,1,LB-01,241.435,42.8705,27.36,833.17,0.989379,42.4151,4
2026-01-04 14:00:00,3,1,LB-02,258.015,31.2272,27.25,832.68,0.98946,30.8981,3
2026-01-04 14:00:00,3,1,LB-03,395.481,19.5194,27.5,831.91,0.989225,19.309,2
2026-01-04 14:00:00,3,1,LB-04,258.189,26.1575,27.26,833.02,0.989459,25.8818,2
2026-01-04 14:00:00,3,1,LB-05,245.305,18.5621,27.2,832.84,0.989515,18.3674,2
2026-01-04 14:00:00,3,1,LB-06,239.316,18.3806,26.94,832.08,0.989717,18.1916,2
2026-01-04 14:00:00,3,1,LB-07,245.637,36.9105,27.14,831.64,0.989528,36.524,3
2026-01-04 14:00:00,3,1,LB-08,306.253,21.2389,26.79,832.08,0.989842,21.0232,2
2026-01-04 14:00:00,3,1,LB-09,256.123,39.4872,27.36,831.82,0.989346,39.0664,3
2026-01-04 14:00:00,3,1,LB-10,249.148,14.0545,26.94,833.31,0.989747,13.9104,1
2026-01-04 22:00:00,3,2,LB-01,252.152,10.7168,22.39,832.2,0.993641,10.6487,1
2026-01-04 22:00:00,3,2,LB-02,268.103,10.0889,22.21,832.48,0.993805,10.0264,1
2026-01-04 22:00:00,3,2,LB-03,405.559,10.078,22.84,832.01,0.993249,10.01,1
2026-01-04 22:00:00,3,2,LB-04,267.84,9.6514,22.38,832.59,0.993661,9.5903,1
2026-01-04 22:00:00,3,2,LB-05,256.649,11.3439,22.72,832.22,0.993357,11.2686,1
2026-01-04 22:00:00,3,2,LB-06,264.214,24.8974,22.83,832.56,0.993273,24.7299,2
2026-01-04 22:00:00,3,2,LB-07,261.314,15.677,22.94,831.03,0.993148,15.5696,1
2026-01-04 22:00:00,3,2,LB-08,316.942,10.6893,22.56,832.59,0.993507,10.6199,1
2026-01-04 22:00:00,3,2,LB-09,266.414,10.291,22.58,831.86,0.993478,10.2239,1
2026-01-04 22:00:00,3,2,LB-10,269.951,20.8032,22.46,831.64,0.993573,20.6695,2
2026-01-05 06:00:00,4,0,LB-01,284.628,32.4761,19.57,831.3,0.996063,32.3482,3
2026-01-05 06:00:00,4,0,LB-02,305.405,37.3015,19.36,831.74,0.996247,37.1616,3
2026-01-05 06:00:00,4,0,LB-03,428.671,23.1115,19.3,833.09,0.996313,23.0263,2
2026-01-05 06:00:00,4,0,LB-04,294.306,26.4652,19.63,830.78,0.996007,26.3595,2
2026-01-05 06:00:00,4,0,LB-05,273.749,17.0998,19.77,831.8,0.995898,17.0297,1
2026-01-05 06:00:00,4,0,LB-06,310.23,46.0165,19.87,832.26,0.995818,45.8241,4
2026-01-05 06:00:00,4,0,LB-07,273.627,12.3128,19.76,832.65,0.995914,12.2625,1
2026-01-05 06:00:00,4,0,LB-08,336.961,20.0187,19.85,832.58,0.995834,19.9353,2
2026-01-05 06:00:00,4,0,LB-09,280.689,14.2746,19.9,831.38,0.995783,14.2144,1
2026-01-05 06:00:00,4,0,LB-10,300.55,30.5991,19.75,831.92,0.995917,30.4742,3
2026-01-05 14:00:00,4,1,LB-01,300.4,15.772,27.02,831.18,0.989626,15.6084,1
2026-01-05 14:00:00,4,1,LB-02,327.145,21.7396,27.47,830.85,0.989224,21.5054,2
2026-01-05 14:00:00,4,1,LB-03,443.99,15.3196,27.71,831.62,0.989036,15.1516,1
2026-01-05 14:00:00,4,1,LB-04,320.474,26.1689,27.79,832.63,0.988999,25.881,2
2026-01-05 14:00:00,4,1,LB-05,298.647,24.8984,27.24,832.32,0.989466,24.6361,2
2026-01-05 14:00:00,4,1,LB-06,339.466,29.2356,27.5,831.25,0.989207,28.92,2
2026-01-05 14:00:00,4,1,LB-07,301.78,28.1529,27.75,831.57,0.989003,27.8433,2
2026-01-05 14:00:00,4,1,LB-08,370.841,33.8797,27.49,832.2,0.989241,33.5152,3
2026-01-05 14:00:00,4,1,LB-09,303.722,23.0338,27.9,831.88,0.988881,22.7777,2
2026-01-05 14:00:00,4,1,LB-10,315.03,14.4803,27.52,831.72,0.989204,14.324,1
2026-01-05 22:00:00,4,2,LB-01,314.961,14.5612,21.5,831.64,0.994401,14.4796,1
2026-01-05 22:00:00,4,2,LB-02,336.105,8.9599,21.17,831.95,0.994693,8.9124,1
2026-01-05 22:00:00,4,2,LB-03,458.127,14.1368,21.32,831.97,0.994566,14.06,1
2026-01-05 22:00:00,4,2,LB-04,336.904,16.4299,20.83,832.17,0.994991,16.3476,1
2026-01-05 22:00:00,4,2,LB-05,316.478,17.8305,20.49,832.21,0.995281,17.7463,1
2026-01-05 22:00:00,4,2,LB-06,356.235,16.7694,21.11,832.53,0.994747,16.6813,1
2026-01-05 22:00:00,4,2,LB-07,317.094,15.3135,21.6,832.51,0.994328,15.2266,1
2026-01-05 22:00:00,4,2,LB-08,396.938,26.0972,21.35,831.84,0.994534,25.9545,2
2026-01-05 22:00:00,4,2,LB-09,319.8,16.0774,21.21,831.83,0.994656,15.9914,1
2026-01-05 22:00:00,4,2,LB-10,322.17,7.1391,21.47,832.69,0.994447,7.0995,1
2026-01-06 06:00:00,5,0,LB-01,343.216,28.2551,19.63,832.36,0.996021,28.1427,2
2026-01-06 06:00:00,5,0,LB-02,368.24,32.1352,19.66,832.15,0.995992,32.0064,3
2026-01-06 06:00:00,5,0,LB-03,493.701,35.5741,19.67,831.32,0.995975,35.4309,3
2026-01-06 06:00:00,5,0,LB-04,359.899,22.9942,19.63,832.68,0.996026,22.9029,2
2026-01-06 06:00:00,5,0,LB-05,340.51,24.0316,19.67,832.05,0.995989,23.9352,2
2026-01-06 06:00:00,5,0,LB-06,387.958,31.7224,19.43,833.0,0.996196,31.6017,3
2026-01-06 06:00:00,5,0,LB-07,340.978,23.8848,19.58,832.4,0.996061,23.7907,2
2026-01-06 06:00:00,5,0,LB-08,408.762,11.824,20.04,832.82,0.995675,11.7728,1
2026-01-06 06:00:00,5,0,LB-09,356.378,36.5782,19.77,831.13,0.99589,36.4279,3
2026-01-06 06:00:00,5,0,LB-10,345.955,23.7849,19.64,831.37,0.996001,23.6898,2
2026-01-06 14:00:00,5,1,LB-01,373.883,30.6672,26.88,831.84,0.989761,30.3532,3
2026-01-06 14:00:00,5,1,LB-02,397.081,28.8416,27.5,832.08,0.989236,28.5312,2
2026-01-06 14:00:00,5,1,LB-03,511.428,17.7263,26.99,831.88,0.989668,17.5432,1
2026-01-06 14:00:00,5,1,LB-04,410.031,50.132,27.24,832.58,0.989472,49.6041,4
2026-01-06 14:00:00,5,1,LB-05,361.626,21.1169,26.89,833.05,0.989782,20.9012,2
2026-01-06 14:00:00,5,1,LB-06,430.343,42.385,26.76,831.03,0.989844,41.9545,3
2026-01-06 14:00:00,5,1,LB-07,360.799,19.8211,27.09,831.6,0.989575,19.6144,2
2026-01-06 14:00:00,5,1,LB-08,440.601,31.8393,26.89,831.78,0.989755,31.5131,3
2026-01-06 14:00:00,5,1,LB-09,380.942,24.5641,27.18,832.26,0.989509,24.3064,2
2026-01-06 14:00:00,5,1,LB-10,376.084,30.1292,27.22,831.39,0.989456,29.8115,2
2026-01-06 22:00:00,5,2,LB-01,382.62,8.7369,21.22,831.5,0.994645,8.6901,1
2026-01-06 22:00:00,5,2,LB-02,422.813,25.7318,21.84,833.22,0.994134,25.5808,2
2026-01-06 22:00:00,5,2,LB-03,530.642,19.2142,21.62,833.07,0.994321,19.1051,2
2026-01-06 22:00:00,5,2,LB-04,434.487,24.4568,21.63,831.91,0.99429,24.3172,2
2026-01-06 22:00:00,5,2,LB-05,370.926,9.2991,21.49,831.46,0.994406,9.2471,1
2026-01-06 22:00:00,5,2,LB-06,445.636,15.2935,21.47,831.76,0.99443,15.2083,1
2026-01-06 22:00:00,5,2,LB-07,375.438,14.6383,21.56,831.97,0.994359,14.5557,1
2026-01-06 22:00:00,5,2,LB-08,457.002,16.4005,21.64,831.47,0.994279,16.3067,1
2026-01-06 22:00:00,5,2,LB-09,390.607,9.6654,21.44,832.18,0.994458,9.6118,1
2026-01-06 22:00:00,5,2,LB-10,388.656,12.5726,21.65,831.82,0.994276,12.5006,1
2026-01-07 06:00:00,6,0,LB-01,420.028,37.408,22.8,832.21,0.993292,37.1571,3
2026-01-07 06:00:00,6,0,LB-02,450.046,27.2324,22.64,832.03,0.993425,27.0534,2
2026-01-07 06:00:00,6,0,LB-03,573.253,42.6107,22.73,831.96,0.99335,42.3273,4
2026-01-07 06:00:00,6,0,LB-04,464.896,30.4084,22.59,831.71,0.99346,30.2096,3
2026-01-07 06:00:00,6,0,LB-05,391.312,20.3866,22.89,832.26,0.99321,20.2482,2
2026-01-07 06:00:00,6,0,LB-06,461.718,16.0815,22.63,832.78,0.993443,15.976,1
2026-01-07 06:00:00,6,0,LB-07,401.325,25.8874,22.87,831.97,0.993223,25.712,2
2026-01-07 06:00:00,6,0,LB-08,470.433,13.4314,22.51,832.0,0.993536,13.3446,1
2026-01-07 06:00:00,6,0,LB-09,432.925,42.3179,22.44,831.66,0.99359,42.0466,4
2026-01-07 06:00:00,6,0,LB-10,401.375,12.7192,22.56,831.16,0.993482,12.6363,1
2026-01-07 14:00:00,6,1,LB-01,443.222,23.1934,26.66,831.96,0.989954,22.9604,2
2026-01-07 14:00:00,6,1,LB-02,472.613,22.5671,26.67,832.12,0.989952,22.3403,2
2026-01-07 14:00:00,6,1,LB-03,594.12,20.8672,26.57,831.39,0.990015,20.6588,2
2026-01-07 14:00:00,6,1,LB-04,496.984,32.0883,26.81,832.0,0.989822,31.7617,3
2026-01-07 14:00:00,6,1,LB-05,442.13,50.8178,26.45,832.43,0.990146,50.317,4
2026-01-07 14:00:00,6,1,LB-06,480.551,18.8339,26.47,831.83,0.990113,18.6477,2
2026-01-07 14:00:00,6,1,LB-07,448.948,47.6233,26.85,830.59,0.989759,47.1356,4
2026-01-07 14:00:00,6,1,LB-08,496.116,25.683,26.76,832.69,0.989884,25.4232,2
2026-01-07 14:00:00,6,1,LB-09,443.621,10.6956,26.26,832.07,0.990301,10.5919,1
2026-01-07 14:00:00,6,1,LB-10,422.855,21.4792,26.46,832.42,0.990137,21.2673,2
2026-01-07 22:00:00,6,2,LB-01,454.301,11.0792,22.27,832.0,0.99374,11.0098,1
2026-01-07 22:00:00,6,2,LB-02,487.931,15.3188,22.47,832.73,0.993582,15.2205,1
2026-01-07 22:00:00,6,2,LB-03,621.72,27.5999,22.68,831.13,0.993381,27.4172,2
2026-01-07 22:00:00,6,2,LB-04,516.943,19.9584,22.8,831.62,0.993284,19.8244,2
2026-01-07 22:00:00,6,2,LB-05,455.912,13.7824,22.74,831.72,0.993335,13.6905,1
2026-01-07 22:00:00,6,2,LB-06,493.889,13.3376,22.87,832.1,0.99323,13.2473,1
2026-01-07 22:00:00,6,2,LB-07,464.163,15.2147,22.63,830.81,0.993419,15.1146,1
2026-01-07 22:00:00,6,2,LB-08,520.414,24.2981,22.68,832.01,0.99339,24.1375,2
2026-01-07 22:00:00,6,2,LB-09,462.221,18.6003,22.68,831.33,0.993379,18.4771,2
2026-01-07 22:00:00,6,2,LB-10,436.653,13.7979,22.85,832.49,0.99325,13.7047,1
2026-01-08 06:00:00,7,0,LB-01,474.184,19.8836,19.46,831.23,0.996161,19.8073,2
2026-01-08 06:00:00,7,0,LB-02,525.853,37.9217,18.99,831.5,0.996563,37.7914,3
2026-01-08 06:00:00,7,0,LB-03,640.536,18.816,19.33,833.48,0.996293,18.7463,2
2026-01-08 06:00:00,7,0,LB-04,556.995,40.052,19.3,832.39,0.996307,39.9041,3
2026-01-08 06:00:00,7,0,LB-05,481.102,25.1897,19.38,832.35,0.996234,25.0948,2
2026-01-08 06:00:00,7,0,LB-06,520.172,26.2833,19.25,832.11,0.996343,26.1872,2
2026-01-08 06:00:00,7,0,LB-07,487.054,22.8913,19.22,832.51,0.996373,22.8082,2
2026-01-08 06:00:00,7,0,LB-08,539.791,19.3764,19.49,831.95,0.996139,19.3016,2
2026-01-08 06:00:00,7,0,LB-09,476.566,14.3444,18.99,832.88,0.996575,14.2953,1
2026-01-08 06:00:00,7,0,LB-10,468.728,32.075,19.46,831.88,0.996164,31.952,3
2026-01-08 14:00:00,7,1,LB-01,485.63,11.4461,27.23,831.82,0.989455,11.3254,1
2026-01-08 14:00:00,7,1,LB-02,541.025,15.172,27.09,831.71,0.98958,15.0139,1
2026-01-08 14:00:00,7,1,LB-03,656.267,15.7315,26.91,832.03,0.989738,15.57,1
2026-01-08 14:00:00,7,1,LB-04,613.132,56.1377,27.47,832.02,0.989258,55.5346,5
2026-01-08 14:00:00,7,1,LB-05,516.488,35.3856,27.3,832.18,0.98941,35.0109,3
2026-01-08 14:00:00,7,1,LB-06,548.02,27.8472,27.0,832.07,0.98966,27.5593,2
2026-01-08 14:00:00,7,1,LB-07,520.824,33.7692,27.14,830.47,0.989499,33.4146,3
2026-01-08 14:00:00,7,1,LB-08,577.563,37.7729,27.06,831.23,0.989587,37.3796,3
2026-01-08 14:00:00,7,1,LB-09,488.502,11.9362,26.96,831.52,0.989687,11.8131,1
2026-01-08 14:00:00,7,1,LB-10,487.191,18.4637,27.1,830.54,0.989537,18.2705,2
2026-01-08 22:00:00,7,2,LB-01,502.79,17.1594,22.6,831.14,0.993445,17.047,1
2026-01-08 22:00:00,7,2,LB-02,558.606,17.5813,22.47,832.24,0.99358,17.4685,1
2026-01-08 22:00:00,7,2,LB-03,673.149,16.8823,22.8,831.34,0.993275,16.7687,1
2026-01-08 22:00:00,7,2,LB-04,622.679,9.5467,22.93,832.21,0.993182,9.4816,1
2026-01-08 22:00:00,7,2,LB-05,535.886,19.398,22.68,831.67,0.993383,19.2696,2
2026-01-08 22:00:00,7,2,LB-06,578.54,30.5205,22.55,833.63,0.993532,30.3231,3
2026-01-08 22:00:00,7,2,LB-07,535.403,14.5794,22.64,832.6,0.993436,14.4837,1
2026-01-08 22:00:00,7,2,LB-08,585.985,8.4217,22.31,830.64,0.993688,8.3686,1
2026-01-08 22:00:00,7,2,LB-09,508.936,20.4346,22.68,832.08,0.993391,20.2996,2
2026-01-08 22:00:00,7,2,LB-10,507.381,20.1895,22.47,833.13,0.993588,20.0601,2
2026-01-09 06:00:00,8,0,LB-01,523.947,21.1576,19.63,832.06,0.996017,21.0733,2
2026-01-09 06:00:00,8,0,LB-02,572.357,13.7501,18.97,830.81,0.996573,13.703,1
2026-01-09 06:00:00,8,0,LB-03,699.998,26.8482,19.38,832.22,0.996233,26.7471,2
2026-01-09 06:00:00,8,0,LB-04,641.229,18.5499,19.3,831.91,0.996305,18.4814,2
2026-01-09 06:00:00,8,0,LB-05,562.845,26.9596,19.49,831.31,0.996135,26.8554,2
2026-01-09 06:00:00,8,0,LB-06,603.924,25.3842,19.08,832.11,0.996495,25.2952,2
2026-01-09 06:00:00,8,0,LB-07,558.995,23.5923,18.97,832.26,0.996586,23.5118,2
2026-01-09 06:00:00,8,0,LB-08,600.926,14.9405,19.39,832.8,0.996233,14.8842,1
2026-01-09 06:00:00,8,0,LB-09,539.893,30.9561,18.97,833.24,0.996599,30.8509,3
2026-01-09 06:00:00,8,0,LB-10,537.904,30.5232,19.14,831.15,0.996436,30.4144,3
2026-01-09 14:00:00,8,1,LB-01,550.693,26.7458,25.57,832.19,0.990903,26.5025,2
2026-01-09 14:00:00,8,1,LB-02,620.233,47.8761,25.91,831.25,0.990585,47.4253,4
2026-01-09 14:00:00,8,1,LB-03,736.843,36.8457,25.57,832.99,0.990915,36.511,3
2026-01-09 14:00:00,8,1,LB-04,672.761,31.5322,25.62,832.8,0.990876,31.2445,3
2026-01-09 14:00:00,8,1,LB-05,576.792,13.9471,25.44,831.49,0.990997,13.8215,1
2026-01-09 14:00:00,8,1,LB-06,631.96,28.0363,25.42,832.72,0.99104,27.7851,2
2026-01-09 14:00:00,8,1,LB-07,573.948,14.9529,25.11,831.99,0.991298,14.8228,1
2026-01-09 14:00:00,8,1,LB-08,614.322,13.3962,26.47,831.32,0.990102,13.2636,1
2026-01-09 14:00:00,8,1,LB-09,558.937,19.0445,26.07,832.35,0.990477,18.8631,2
2026-01-09 14:00:00,8,1,LB-10,582.913,45.0087,26.08,832.41,0.990467,44.5796,4
2026-01-09 22:00:00,8,2,LB-01,561.052,10.3585,21.98,831.83,0.993991,10.2962,1
2026-01-09 22:00:00,8,2,LB-02,631.685,11.4523,21.59,832.56,0.994341,11.3875,1
2026-01-09 22:00:00,8,2,LB-03,753.958,17.1145,22.2,832.18,0.993806,17.0084,1
2026-01-09 22:00:00,8,2,LB-04,694.487,21.726,21.91,831.38,0.994049,21.5968,2
2026-01-09 22:00:00,8,2,LB-05,593.641,16.8488,21.87,833.31,0.994107,16.7495,1
2026-01-09 22:00:00,8,2,LB-06,645.492,13.5317,22.09,831.35,0.993891,13.449,1
2026-01-09 22:00:00,8,2,LB-07,595.634,21.6855,21.99,832.44,0.993989,21.5551,2
2026-01-09 22:00:00,8,2,LB-08,623.914,9.5921,21.82,831.67,0.994125,9.5357,1
2026-01-09 22:00:00,8,2,LB-09,568.105,9.1682,21.93,832.46,0.994048,9.1136,1
2026-01-09 22:00:00,8,2,LB-10,603.164,20.2513,22.25,833.09,0.993777,20.1253,2
2026-01-10 06:00:00,9,0,LB-01,598.462,37.4105,20.82,831.3,0.994984,37.2228,3
2026-01-10 06:00:00,9,0,LB-02,644.054,12.3686,20.84,831.57,0.994967,12.3064,1
2026-01-10 06:00:00,9,0,LB-03,770.229,16.271,20.4,831.79,0.995355,16.1954,1
