timestamp,day,slot,batch_id,dispatched_kl15,received_kl15,transit_loss_kl15,temp_c,density_15c
2026-01-20 22:00:00,19,2,B0192,177.545,177.545,0.0,21.96,832.34
2026-01-21 06:00:00,20,0,B0200,231.444,231.444,0.0,18.99,829.58
2026-01-21 14:00:00,20,1,B0201,364.686,364.686,0.0,26.81,830.1
2026-01-21 22:00:00,20,2,B0202,175.771,175.771,0.0,21.32,833.6
2026-01-22 06:00:00,21,0,B0210,194.338,194.338,0.0,20.35,830.85
2026-01-22 14:00:00,21,1,B0211,290.377,290.377,0.0,27.24,830.74
2026-01-22 22:00:00,21,2,B0212,213.376,213.376,0.0,21.98,831.98
2026-01-23 06:00:00,22,0,B0220,191.156,191.156,0.0,20.5,830.27
2026-01-23 14:00:00,22,1,B0221,297.211,297.211,0.0,26.92,833.2
2026-01-23 22:00:00,22,2,B0222,153.138,153.138,0.0,22.8,831.95
2026-01-24 06:00:00,23,0,B0230,232.853,232.853,0.0,20.22,830.56
2026-01-24 14:00:00,23,1,B0231,270.295,270.295,0.0,25.66,826.78
2026-01-24 22:00:00,23,2,B0232,155.971,155.971,0.0,22.43,827.5
2026-01-25 06:00:00,24,0,B0240,228.335,228.335,0.0,21.08,830.88
2026-01-25 14:00:00,24,1,B0241,274.398,274.398,0.0,25.87,828.39
2026-01-25 22:00:00,24,2,B0242,183.421,183.421,0.0,22.43,833.39
2026-01-26 06:00:00,25,0,B0250,251.053,251.053,0.0,21.37,829.77
2026-01-26 14:00:00,25,1,B0251,258.909,258.909,0.0,27.35,832.28
2026-01-26 22:00:00,25,2,B0252,192.513,192.513,0.0,23.82,833.01
2026-01-27 06:00:00,26,0,B0260,217.599,217.599,0.0,20.57,828.63
2026-01-27 14:00:00,26,1,B0261,269.231,269.231,0.0,26.47,829.63
2026-01-27 22:00:00,26,2,B0262,198.618,198.618,0.0,23.03,829.22
2026-01-28 06:00:00,27,0,B0270,294.195,294.195,0.0,20.54,834.26
2026-01-28 14:00:00,27,1,B0271,275.09,275.09,0.0,26.79,834.65
2026-01-28 22:00:00,27,2,B0272,189.824,189.824,0.0,21.23,834.76
2026-01-29 06:00:00,28,0,B0280,224.579,224.579,0.0,21.79,836.63
2026-01-29 14:00:00,28,1,B0281,312.301,312.301,0.0,27.87,829.8
2026-01-29 22:00:00,28,2,B0282,185.279,185.279,0.0,20.35,833.26
2026-01-30 06:00:00,29,0,B0290,223.213,223.213,0.0,20.62,832.85
2026-01-30 14:00:00,29,1,B0291,245.058,245.058,0.0,27.62,832.49
2026-01-30 22:00:00,29,2,B0292,170.798,170.798,0.0,22.59,834.94
2026-01-31 06:00:00,30,0,B0300,269.635,269.635,0.0,20.94,833.68
2026-01-31 14:00:00,30,1,B0301,344.782,344.782,0.0,27.33,831.31
2026-01-31 22:00:00,30,2,B0302,152.81,152.81,0.0,21.28,831.73
2026-02-01 06:00:00,31,0,B0310,217.721,217.721,0.0,19.9,833.75
2026-02-01 14:00:00,31,1,B0311,306.454,306.454,0.0,28.09,832.77
2026-02-01 22:00:00,31,2,B0312,176.842,176.842,0.0,21.23,833.1
2026-02-02 06:00:00,32,0,B0320,237.074,237.074,0.0,20.57,831.38
2026-02-02 14:00:00,32,1,B0321,366.519,366.519,0.0,27.36,832.17
2026-02-02 22:00:00,32,2,B0322,115.923,115.923,0.0,22.54,830.78
2026-02-03 06:00:00,33,0,B0330,277.111,277.111,0.0,21.52,829.58
2026-02-03 14:00:00,33,1,B0331,356.842,356.842,0.0,26.63,830.69
2026-02-03 22:00:00,33,2,B0332,186.186,186.186,0.0,24.1,833.55
2026-02-04 06:00:00,34,0,B0340,268.039,268.039,0.0,19.27,831.21
2026-02-04 14:00:00,34,1,B0341,312.976,312.976,0.0,27.42,831.48
2026-02-04 22:00:00,34,2,B0342,165.767,165.767,0.0,22.87,830.07
2026-02-05 06:00:00,35,0,B0350,238.821,238.821,0.0,21.05,831.2
2026-02-05 14:00:00,35,1,B0351,316.239,316.239,0.0,28.1,829.8
2026-02-05 22:00:00,35,2,B0352,160.938,160.938,0.0,24.31,832.38
2026-02-06 06:00:00,36,0,B0360,214.997,214.997,0.0,22.35,836.69
2026-02-06 14:00:00,36,1,B0361,247.069,247.069,0.0,27.64,833.54
2026-02-06 22:00:00,36,2,B0362,193.437,193.437,0.0,22.73,827.42
2026-02-07 06:00:00,37,0,B0370,268.478,268.478,0.0,22.78,833.43
2026-02-07 14:00:00,37,1,B0371,299.587,299.587,0.0,27.31,835.68
2026-02-07 22:00:00,37,2,B0372,185.066,185.066,0.0,22.3,831.4
2026-02-08 06:00:00,38,0,B0380,237.47,237.47,0.0,19.61,831.72
2026-02-08 14:00:00,38,1,B0381,281.685,281.685,0.0,28.22,830.36
2026-02-08 22:00:00,38,2,B0382,217.949,217.949,0.0,22.14,834.09
2026-02-09 06:00:00,39,0,B0390,211.285,211.285,0.0,21.46,831.14
2026-02-09 14:00:00,39,1,B0391,301.316,301.316,0.0,25.95,838.28
2026-02-09 22:00:00,39,2,B0392,147.356,147.356,0.0,21.37,834.73
2026-02-10 06:00:00,40,0,B0400,248.862,248.862,0.0,19.72,832.54
2026-02-10 14:00:00,40,1,B0401,278.896,278.896,0.0,27.39,837.6
2026-02-10 22:00:00,40,2,B0402,166.44,166.44,0.0,23.21,830.04
2026-02-11 06:00:00,41,0,B0410,253.964,253.964,0.0,21.29,834.29
2026-02-11 14:00:00,41,1,B0411,238.683,238.683,0.0,27.31,832.64
2026-02-11 22:00:00,41,2,B0412,170.096,170.096,0.0,21.57,832.58
2026-02-12 06:00:00,42,0,B0420,275.487,275.487,0.0,21.02,831.38
2026-02-12 14:00:00,42,1,B0421,279.407,279.407,0.0,27.56,833.03
2026-02-12 22:00:00,42,2,B0422,193.021,193.021,0.0,22.46,832.63
2026-02-13 06:00:00,43,0,B0430,248.774,248.774,0.0,22.4,829.38
2026-02-13 14:00:00,43,1,B0431,308.998,308.998,0.0,27.62,833.03
2026-02-13 22:00:00,43,2,B0432,141.598,141.598,0.0,23.48,831.38
2026-02-14 06:00:00,44,0,B0440,211.241,211.241,0.0,21.07,829.55
2026-02-14 14:00:00,44,1,B0441,289.422,289.422,0.0,28.21,833.74
2026-02-14 22:00:00,44,2,B0442,159.23,159.23,0.0,22.6,837.37
2026-02-15 06:00:00,45,0,B0450,237.534,237.534,0.0,20.56,831.63
2026-02-15 14:00:00,45,1,B0451,316.035,316.035,0.0,28.42,825.07
2026-02-15 22:00:00,45,2,B0452,174.085,174.085,0.0,23.83,831.96
2026-02-16 06:00:00,46,0,B0460,199.914,199.914,0.0001,20.38,826.2
2026-02-16 14:00:00,46,1,B0461,299.455,299.455,0.0001,27.26,832.35
2026-02-16 22:00:00,46,2,B0462,137.301,137.301,0.0,22.71,830.96
2026-02-17 06:00:00,47,0,B0470,242.64,242.64,0.0003,20.1,830.91
2026-02-17 14:00:00,47,1,B0471,295.482,295.482,0.0003,28.86,829.59
2026-02-17 22:00:00,47,2,B0472,180.159,180.158,0.0002,23.0,833.33
2026-02-18 06:00:00,48,0,B0480,209.849,209.848,0.0006,21.01,834.67
2026-02-18 14:00:00,48,1,B0481,279.944,279.943,0.0008,27.74,831.56
2026-02-18 22:00:00,48,2,B0482,168.213,168.213,0.0004,23.81,830.0
2026-02-19 06:00:00,49,0,B0490,233.694,233.692,0.0011,21.51,831.91
2026-02-19 14:00:00,49,1,B0491,302.743,302.742,0.0013,29.01,834.28
2026-02-19 22:00:00,49,2,B0492,142.355,142.354,0.0008,24.82,832.16
2026-02-20 06:00:00,50,0,B0500,265.685,265.683,0.0017,22.1,835.79
2026-02-20 14:00:00,50,1,B0501,312.01,312.008,0.0021,30.15,826.77
2026-02-20 22:00:00,50,2,B0502,161.416,161.415,0.0012,23.63,838.17
2026-02-21 06:00:00,51,0,B0510,247.534,247.531,0.0024,22.24,829.96
2026-02-21 14:00:00,51,1,B0511,255.135,255.132,0.003,27.21,834.47
2026-02-21 22:00:00,51,2,B0512,167.132,167.13,0.0017,21.37,834.83
2026-02-22 06:00:00,52,0,B0520,226.544,226.54,0.0033,20.66,831.03
2026-02-22 14:00:00,52,1,B0521,312.475,312.471,0.0041,29.62,834.34
2026-02-22 22:00:00,52,2,B0522,131.234,131.232,0.0024,24.09,832.17
2026-02-23 06:00:00,53,0,B0530,281.968,281.963,0.0044,22.64,837.34
2026-02-23 14:00:00,53,1,B0531,342.076,342.07,0.0054,28.55,830.58
2026-02-23 22:00:00,53,2,B0532,160.006,160.003,0.0031,23.8,833.69
2026-02-24 06:00:00,54,0,B0540,202.711,202.705,0.0055,21.32,833.35
2026-02-24 14:00:00,54,1,B0541,261.646,261.64,0.0068,27.8,831.91
2026-02-24 22:00:00,54,2,B0542,168.063,168.059,0.0039,23.19,833.77
2026-02-25 06:00:00,55,0,B0550,248.314,248.308,0.0068,21.44,828.82
2026-02-25 14:00:00,55,1,B0551,234.789,234.78,0.0084,28.63,831.82
2026-02-25 22:00:00,55,2,B0552,190.925,190.92,0.0048,22.74,832.9
2026-02-26 06:00:00,56,0,B0560,242.694,242.686,0.0082,22.07,835.24
2026-02-26 14:00:00,56,1,B0561,291.978,291.967,0.0102,27.03,833.33
2026-02-26 22:00:00,56,2,B0562,162.695,162.689,0.0058,23.76,833.32
2026-02-27 06:00:00,57,0,B0570,247.066,247.056,0.0098,21.53,831.99
2026-02-27 14:00:00,57,1,B0571,294.678,294.666,0.0121,27.51,836.25
2026-02-27 22:00:00,57,2,B0572,184.743,184.736,0.0069,22.59,833.44
2026-02-28 06:00:00,58,0,B0580,291.563,291.551,0.0115,21.31,828.83
2026-02-28 14:00:00,58,1,B0581,307.133,307.119,0.0142,29.16,829.87
2026-02-28 22:00:00,58,2,B0582,177.011,177.003,0.0081,23.89,831.55
2026-03-01 06:00:00,59,0,B0590,197.25,197.237,0.0133,20.14,835.3
2026-03-01 14:00:00,59,1,B0591,305.165,305.149,0.0165,27.98,832.94
2026-03-01 22:00:00,59,2,B0592,202.321,202.311,0.0094,23.16,830.6
2026-03-02 06:00:00,60,0,B0600,269.028,269.012,0.0153,22.27,831.64
2026-03-02 14:00:00,60,1,B0601,328.52,328.501,0.0189,29.9,829.85
2026-03-02 22:00:00,60,2,B0602,147.355,147.344,0.0108,24.79,831.99
2026-03-03 06:00:00,61,0,B0610,243.045,243.027,0.0174,22.18,830.64
2026-03-03 14:00:00,61,1,B0611,220.245,220.224,0.0215,29.42,833.61
2026-03-03 22:00:00,61,2,B0612,189.064,189.052,0.0123,24.6,834.16
2026-03-04 06:00:00,62,0,B0620,291.999,291.571,0.4277,21.27,833.93
2026-03-04 14:00:00,62,1,B0621,319.698,319.169,0.5283,30.91,830.58
2026-03-04 22:00:00,62,2,B0622,143.951,143.649,0.3019,23.96,836.37
2026-03-05 06:00:00,63,0,B0630,207.453,207.023,0.43,23.14,828.53
2026-03-05 14:00:00,63,1,B0631,266.2,265.669,0.5312,29.84,829.63
2026-03-05 22:00:00,63,2,B0632,178.334,178.03,0.3036,24.41,830.99
2026-03-06 06:00:00,64,0,B0640,246.433,246.001,0.4325,21.71,833.78
2026-03-06 14:00:00,64,1,B0641,323.925,323.391,0.5343,30.48,829.29
2026-03-06 22:00:00,64,2,B0642,191.599,191.294,0.3053,24.04,832.51
2026-03-07 06:00:00,65,0,B0650,204.459,204.024,0.4352,20.88,830.09
2026-03-07 14:00:00,65,1,B0651,266.672,266.135,0.5376,28.53,834.02
2026-03-07 22:00:00,65,2,B0652,179.736,179.429,0.3072,23.98,826.04
2026-03-08 06:00:00,66,0,B0660,253.381,252.943,0.438,22.69,829.89
2026-03-08 14:00:00,66,1,B0661,264.081,263.54,0.541,28.45,831.87
2026-03-08 22:00:00,66,2,B0662,181.878,181.569,0.3092,25.58,832.8
2026-03-09 06:00:00,67,0,B0670,240.761,240.32,0.4409,22.69,830.09
2026-03-09 14:00:00,67,1,B0671,287.266,286.721,0.5447,29.07,833.14
2026-03-09 22:00:00,67,2,B0672,177.249,176.938,0.3112,24.38,832.37
2026-03-10 06:00:00,68,0,B0680,218.466,218.022,0.444,23.73,832.76
2026-03-10 14:00:00,68,1,B0681,311.762,311.213,0.5484,26.95,833.27
2026-03-10 22:00:00,68,2,B0682,199.224,198.91,0.3134,23.8,833.54
2026-03-11 06:00:00,69,0,B0690,212.558,212.111,0.4472,22.82,836.63
2026-03-11 14:00:00,69,1,B0691,227.1,226.548,0.5524,28.29,834.2
2026-03-11 22:00:00,69,2,B0692,139.081,138.766,0.3156,24.17,835.32
2026-03-12 06:00:00,70,0,B0700,187.762,187.312,0.4505,22.3,833.17
2026-03-12 14:00:00,70,1,B0701,246.531,245.975,0.5565,28.95,830.31
2026-03-12 22:00:00,70,2,B0702,164.506,164.188,0.318,24.56,829.9
2026-03-13 06:00:00,71,0,B0710,253.244,252.79,0.454,22.86,834.17
2026-03-13 14:00:00,71,1,B0711,294.212,293.651,0.5608,30.0,835.76
2026-03-13 22:00:00,71,2,B0712,161.905,161.585,0.3204,25.35,833.06
2026-03-14 06:00:00,72,0,B0720,224.525,224.068,0.4576,23.53,828.59
2026-03-14 14:00:00,72,1,B0721,253.429,252.864,0.5652,30.51,829.85
2026-03-14 22:00:00,72,2,B0722,198.717,198.394,0.323,23.86,834.04
2026-03-15 06:00:00,73,0,B0730,260.883,260.421,0.4613,23.04,829.2
2026-03-15 14:00:00,73,1,B0731,319.179,318.609,0.5699,29.18,836.16
2026-03-15 22:00:00,73,2,B0732,164.484,164.159,0.3256,24.28,829.22
2026-03-16 06:00:00,74,0,B0740,212.853,212.388,0.4652,21.53,836.15
2026-03-16 14:00:00,74,1,B0741,327.802,327.227,0.5746,29.41,831.63
2026-03-16 22:00:00,74,2,B0742,169.806,169.477,0.3284,24.8,828.32
2026-03-17 06:00:00,75,0,B0750,160.115,159.646,0.4692,21.79,833.97
2026-03-17 14:00:00,75,1,B0751,314.549,313.969,0.5796,29.51,829.59
2026-03-17 22:00:00,75,2,B0752,177.131,176.8,0.3312,24.58,834.46
2026-03-18 06:00:00,76,0,B0760,221.192,220.718,0.4733,23.3,832.3
2026-03-18 14:00:00,76,1,B0761,320.811,320.226,0.5847,29.7,832.37
2026-03-18 22:00:00,76,2,B0762,152.847,152.513,0.3341,25.92,836.16
2026-03-19 06:00:00,77,0,B0770,264.341,263.863,0.4776,23.03,833.79
2026-03-19 14:00:00,77,1,B0771,327.943,327.353,0.59,30.39,836.06
2026-03-19 22:00:00,77,2,B0772,208.174,207.837,0.3372,25.31,831.1
2026-03-20 06:00:00,78,0,B0780,193.643,193.161,0.4821,23.06,830.99
2026-03-20 14:00:00,78,1,B0781,309.897,309.302,0.5955,30.79,833.95
2026-03-20 22:00:00,78,2,B0782,174.625,174.285,0.3403,26.71,833.65
2026-03-21 06:00:00,79,0,B0790,197.208,196.721,0.4866,24.19,835.0
2026-03-21 14:00:00,79,1,B0791,233.425,232.824,0.6011,29.48,834.73
2026-03-21 22:00:00,79,2,B0792,178.837,178.493,0.3435,25.64,833.76
2026-03-22 06:00:00,80,0,B0800,256.677,256.185,0.4913,24.53,837.77
2026-03-22 14:00:00,80,1,B0801,285.841,285.234,0.6069,31.19,833.0
2026-03-22 22:00:00,80,2,B0802,173.109,172.762,0.3468,23.49,832.29
2026-03-23 06:00:00,81,0,B0810,241.32,240.823,0.4961,22.98,829.36
2026-03-23 14:00:00,81,1,B0811,293.533,292.92,0.6129,30.16,828.5
2026-03-23 22:00:00,81,2,B0812,169.273,168.923,0.3502,26.5,830.29
2026-03-24 06:00:00,82,0,B0820,309.04,308.539,0.5011,23.47,833.15
2026-03-24 14:00:00,82,1,B0821,258.819,258.2,0.619,29.7,828.52
2026-03-24 22:00:00,82,2,B0822,182.374,182.02,0.3537,24.55,830.77
2026-03-25 06:00:00,83,0,B0830,253.318,252.812,0.5062,24.3,835.26
2026-03-25 14:00:00,83,1,B0831,287.243,286.618,0.6253,30.48,830.34
2026-03-25 22:00:00,83,2,B0832,167.124,166.767,0.3573,24.59,834.22
2026-03-26 06:00:00,84,0,B0840,252.87,252.358,0.5114,24.28,829.98
2026-03-26 14:00:00,84,1,B0841,314.679,314.047,0.6318,30.06,829.57
2026-03-26 22:00:00,84,2,B0842,195.857,195.496,0.361,25.98,832.99
2026-03-27 06:00:00,85,0,B0850,215.292,214.775,0.5168,24.32,835.11
2026-03-27 14:00:00,85,1,B0851,305.374,304.736,0.6384,30.03,831.24
2026-03-27 22:00:00,85,2,B0852,164.857,164.492,0.3648,26.89,834.45
2026-03-28 06:00:00,86,0,B0860,230.812,230.29,0.5223,25.13,834.04
2026-03-28 14:00:00,86,1,B0861,369.965,369.32,0.6452,31.51,833.12
2026-03-28 22:00:00,86,2,B0862,157.284,156.915,0.3687,25.98,829.01
2026-03-29 06:00:00,87,0,B0870,255.0,254.472,0.528,24.51,830.96
2026-03-29 14:00:00,87,1,B0871,272.743,272.091,0.6522,32.65,833.56
2026-03-29 22:00:00,87,2,B0872,193.045,192.672,0.3727,25.61,827.85
2026-03-30 06:00:00,88,0,B0880,241.431,240.897,0.5337,22.71,836.25
2026-03-30 14:00:00,88,1,B0881,274.164,273.504,0.6593,30.3,834.6
2026-03-30 22:00:00,88,2,B0882,135.863,135.486,0.3768,26.49,832.11
2026-03-31 06:00:00,89,0,B0890,231.461,230.921,0.5396,24.54,831.22
2026-03-31 14:00:00,89,1,B0891,315.728,315.061,0.6666,31.14,835.21
2026-03-31 22:00:00,89,2,B0892,203.803,203.422,0.3809,27.49,840.03
2026-04-01 06:00:00,90,0,B0900,234.139,233.593,0.5457,23.87,828.0
2026-04-01 14:00:00,90,1,B0901,286.899,286.225,0.6741,31.71,833.0
2026-04-01 22:00:00,90,2,B0902,166.945,166.559,0.3852,26.5,833.75
2026-04-02 06:00:00,91,0,B0910,187.883,187.331,0.5519,26.09,833.59
2026-04-02 14:00:00,91,1,B0911,246.845,246.163,0.6817,29.58,832.16
2026-04-02 22:00:00,91,2,B0912,152.274,151.885,0.3896,26.36,834.4
2026-04-03 06:00:00,92,0,B0920,233.762,233.204,0.5582,24.16,830.92
2026-04-03 14:00:00,92,1,B0921,292.725,292.036,0.6896,31.45,832.01
2026-04-03 22:00:00,92,2,B0922,190.867,190.473,0.394,26.32,836.67
2026-04-04 06:00:00,93,0,B0930,251.447,250.883,0.5647,23.02,831.05
2026-04-04 14:00:00,93,1,B0931,278.18,277.482,0.6975,30.08,832.31
2026-04-04 22:00:00,93,2,B0932,174.54,174.142,0.3986,26.31,831.63
2026-04-05 06:00:00,94,0,B0940,224.13,223.559,0.5713,24.39,834.2
2026-04-05 14:00:00,94,1,B0941,232.741,232.035,0.7057,32.38,831.24
2026-04-05 22:00:00,94,2,B0942,155.183,154.78,0.4032,26.33,835.63
2026-04-06 06:00:00,95,0,B0950,230.847,230.269,0.578,22.45,832.61
2026-04-06 14:00:00,95,1,B0951,300.031,299.317,0.714,31.14,835.09
2026-04-06 22:00:00,95,2,B0952,140.098,139.69,0.408,26.99,835.27
2026-04-07 06:00:00,96,0,B0960,279.971,279.386,0.5849,24.8,831.35
2026-04-07 14:00:00,96,1,B0961,304.96,304.238,0.7225,30.77,832.51
2026-04-07 22:00:00,96,2,B0962,150.468,150.055,0.4128,27.91,835.78
2026-04-08 06:00:00,97,0,B0970,250.548,249.956,0.5919,26.61,836.37
2026-04-08 14:00:00,97,1,B0971,297.314,296.583,0.7311,32.34,830.99
2026-04-08 22:00:00,97,2,B0972,168.474,168.056,0.4178,26.62,832.9
2026-04-09 06:00:00,98,0,B0980,242.714,242.115,0.599,25.95,835.88
2026-04-09 14:00:00,98,1,B0981,254.908,254.168,0.74,30.23,829.25
2026-04-09 22:00:00,98,2,B0982,169.075,168.652,0.4228,26.73,831.64
2026-04-10 06:00:00,99,0,B0990,238.583,237.977,0.6063,24.84,837.25
2026-04-10 14:00:00,99,1,B0991,332.694,331.945,0.7489,32.44,831.92
2026-04-10 22:00:00,99,2,B0992,198.323,197.895,0.428,27.88,829.26
2026-04-11 06:00:00,100,0,B1000,244.636,244.023,0.6137,23.74,834.03
2026-04-11 14:00:00,100,1,B1001,290.086,289.328,0.7581,31.83,827.16
2026-04-11 22:00:00,100,2,B1002,147.436,147.002,0.4332,26.91,832.83
2026-04-12 06:00:00,101,0,B1010,260.941,260.32,0.6212,25.0,827.78
2026-04-12 14:00:00,101,1,B1011,315.447,314.68,0.7674,31.65,831.22
2026-04-12 22:00:00,101,2,B1012,185.454,185.016,0.4385,27.57,829.27
2026-04-13 06:00:00,102,0,B1020,168.702,168.073,0.6289,26.17,833.26
2026-04-13 14:00:00,102,1,B1021,319.511,318.734,0.7769,32.55,832.13
2026-04-13 22:00:00,102,2,B1022,144.815,144.371,0.444,26.29,829.31
2026-04-14 06:00:00,103,0,B1030,301.282,300.645,0.6368,25.4,831.1
2026-04-14 14:00:00,103,1,B1031,276.162,275.375,0.7866,31.63,828.4
2026-04-14 22:00:00,103,2,B1032,169.391,168.942,0.4495,26.49,836.26
2026-04-15 06:00:00,104,0,B1040,238.626,237.981,0.6447,24.81,832.95
2026-04-15 14:00:00,104,1,B1041,362.827,362.031,0.7964,32.48,834.65
2026-04-15 22:00:00,104,2,B1042,139.168,138.713,0.4551,26.88,833.49
2026-04-16 06:00:00,105,0,B1050,182.947,182.294,0.6528,25.15,831.59
2026-04-16 14:00:00,105,1,B1051,315.87,315.064,0.8064,32.23,833.39
2026-04-16 22:00:00,105,2,B1052,194.242,193.782,0.4608,26.61,836.99
2026-04-17 06:00:00,106,0,B1060,246.112,245.451,0.661,26.31,832.81
2026-04-17 14:00:00,106,1,B1061,360.339,359.523,0.8166,32.58,831.59
2026-04-17 22:00:00,106,2,B1062,154.85,154.384,0.4666,27.01,832.85
2026-04-18 06:00:00,107,0,B1070,190.565,189.895,0.6694,24.78,836.46
2026-04-18 14:00:00,107,1,B1071,290.505,289.678,0.8269,33.7,830.83
2026-04-18 22:00:00,107,2,B1072,129.863,129.391,0.4725,27.38,832.35
2026-04-19 06:00:00,108,0,B1080,270.837,270.159,0.6779,26.4,833.94
2026-04-19 14:00:00,108,1,B1081,307.576,306.738,0.8374,31.98,831.77
2026-04-19 22:00:00,108,2,B1082,144.628,144.15,0.4785,28.03,835.21
2026-04-20 06:00:00,109,0,B1090,266.575,265.888,0.6865,26.41,833.23
2026-04-20 14:00:00,109,1,B1091,334.508,333.66,0.8481,32.37,824.35
2026-04-20 22:00:00,109,2,B1092,167.174,166.689,0.4846,27.51,831.06
2026-04-21 06:00:00,110,0,B1100,251.182,250.487,0.6953,24.95,833.1
2026-04-21 14:00:00,110,1,B1101,313.811,312.952,0.8589,31.4,835.7
2026-04-21 22:00:00,110,2,B1102,188.534,188.043,0.4908,28.89,832.38
2026-04-22 06:00:00,111,0,B1110,229.831,229.127,0.7042,25.73,834.11
