day,opening_net_kl15,receipts_net_kl15,deliveries_net_kl15,closing_net_kl15,opening_obs_kl,receipts_obs_kl,deliveries_obs_kl,closing_obs_kl,date,unaccounted_net_kl15,unaccounted_raw_kl,throughput_kl15,unaccounted_pct
47,12959.458,718.2815374681733,669.7585221883426,13009.644,13046.973,724.2660176385242,675.8327014772171,13102.036,2026-02-17,-1.6629847201675148,-6.629683838693381,669.7585221883426,-0.24829616422556955
48,13009.644,658.0056519567045,723.4995207652022,12945.315999999999,13102.036,663.4742729574456,729.4293603104667,13041.252,2026-02-18,-1.16586880849718,-5.171087353020994,723.4995207652022,-0.16114299664830603
49,12945.315999999999,678.792184680502,699.6112514344928,12923.965,13041.252,684.9792666434882,705.8752655346361,13032.172999999999,2026-02-19,0.5319332460076112,-11.816998891146795,699.6112514344928,0.07603268885640814
50,12923.965,739.1105020297141,680.2429830714385,12981.469000000001,13032.172999999999,746.1795327013983,687.0414151324348,13079.804,2026-02-20,1.3635189582746534,11.507117568962713,680.2429830714385,0.2004458689331982
51,12981.469000000001,669.8001044433635,753.6231461929589,12897.627,13079.804,674.867492090515,759.5833131940855,12965.789,2026-02-21,0.018958250406285515,29.299178896428202,753.6231461929589,0.0025156141371262255
52,12897.627,670.2524136008733,683.1922857576104,12883.252,12965.789,676.272818774919,689.2319737908101,12986.311,2026-02-22,1.4351278432623076,-33.48115501589018,683.1922857576104,0.21006206790974746
53,12883.252,784.0488279073563,724.2728810700686,12946.128999999999,12986.311,791.1009421918524,730.6614781211402,13042.806999999999,2026-02-23,-3.101053162710741,3.943464070711343,724.2728810700686,-0.42816088297122573
54,12946.128999999999,632.4197195892336,747.034576453698,12829.486,13042.806999999999,637.66091726635,753.1760711050017,12920.966,2026-02-24,2.0281431355342647,6.325846161347727,747.034576453698,0.2714925385598897
55,12829.486,674.0281546187676,632.425534436997,12873.602,12920.966,679.3205553397432,637.6602458131058,12957.005,2026-02-25,-2.5133798182305327,5.621309526639379,632.425534436997,-0.39741909226799543
56,12873.602,697.3661397268685,678.4359441909517,12892.797,12957.005,703.2546600714827,684.0919477701598,12990.415,2026-02-26,-0.26480446408277203,-14.24728769867761,678.4359441909517,-0.039031608857127496
57,12892.797,726.4866657177238,631.5767403264944,12982.611,12990.415,732.3153124562139,636.611230853463,13068.254,2026-02-27,5.0959253912296845,17.86508160275116,631.5767403264944,0.8068576731618298
58,12982.611,775.7072180943615,711.3289346423724,13045.858,13068.254,782.5257223446058,717.8305340865787,13146.641,2026-02-28,1.1312834519903845,-13.691811741971833,711.3289346423724,0.15903801980994187
59,13045.858,704.7355905970103,628.8092914370083,13123.553,13146.641,710.5019380170926,633.9644962377216,13215.488,2026-03-01,-1.7687008399971091,7.690441779370303,628.8092914370083,-0.28127778391364483
60,13123.553,744.9029164096069,721.0856736783882,13145.563,13215.488,752.1001807837616,728.0141526679496,13255.191,2026-03-02,1.807242731218139,-15.616971884188388,721.0856736783882,0.25062801788850797
61,13145.563,652.3537530339466,754.0988977529142,13044.805,13255.191,658.2641447170356,761.0781617777766,13156.607,2026-03-03,-0.9871447189671017,-4.230017060741375,754.0988977529142,-0.13090388036749875
62,13044.805,755.6472248867419,754.413600754034,13044.916000000001,13156.607,762.8811351524729,762.0662102691458,13144.455,2026-03-04,1.1226241327058233,12.96692488332701,754.413600754034,0.1488075150797605
63,13044.916000000001,651.9867727326304,682.4494480376623,13013.984,13144.455,658.2321507188897,689.029825663637,13111.531,2026-03-05,0.46932469497005513,2.1263250552528916,682.4494480376623,0.06877061683023804
64,13013.984,761.9577863406631,700.567613508246,13072.487000000001,13111.531,769.2452899076928,707.4498550001445,13177.462,2026-03-06,2.887172832415672,-4.1355650924506335,700.567613508246,0.4121190841177371
65,13072.487000000001,650.8671048986196,719.6231649377902,13002.103,13177.462,656.5208004941186,725.8502433451464,13103.005,2026-03-07,1.627939960832009,5.127557148971391,719.6231649377902,0.22622117243442835
66,13002.103,699.3397188249551,758.8162877773906,12940.988000000001,13103.005,705.8120001550999,765.923675989227,13057.935000000001,2026-03-08,1.6384310475623352,-15.04167583412891,758.8162877773906,0.21591933040359196
67,12940.988000000001,705.275416851448,697.5600662820657,12950.085,13057.935000000001,711.9659073669477,704.2346712864384,13060.409,2026-03-09,-1.3816494306156528,5.257236080511575,697.5600662820657,-0.19806888286763946
68,12950.085,729.4516988718041,746.5119327857426,12926.105,13060.409,735.9557095284274,753.2352791702677,13026.189999999999,2026-03-10,6.919766086060918,16.93943035816119,746.5119327857426,0.9269464803112489
69,12926.105,578.7399429038587,657.658494087405,12849.016,13026.189999999999,583.9227423035852,663.5512926177624,12949.188,2026-03-11,-1.8295511835458456,-2.6265503141785302,657.658494087405,-0.2781916754659436
70,12849.016,598.7999737378772,748.0723775659351,12700.011999999999,12949.188,604.4005891202687,755.0912976272436,12806.732,2026-03-12,-0.268403828056762,-8.23470850697413,748.0723775659351,-0.03587939297131779
71,12700.011999999999,709.3608825859849,680.351119216478,12724.376,12806.732,716.4068281358484,687.3554975466179,12838.175,2026-03-13,4.645763369504493,-2.3916694107683725,680.351119216478,0.6828479057776456
72,12724.376,676.6707667614758,681.0606980340423,12721.954,12838.175,683.3096966176407,687.9488012755762,12818.55,2026-03-14,-1.9679312725656928,14.985895342064396,681.0606980340423,-0.28895093759577467
73,12721.954,744.5455902003721,705.9323218317918,12753.053,12818.55,751.5026471817625,712.5130789303718,12856.541,2026-03-15,7.514268368580815,0.9985682513906795,705.9323218317918,1.064446000869089
74,12753.053,710.4608566634681,681.2888910390412,12783.45,12856.541,717.327604940532,687.5251540444767,12892.848,2026-03-16,-1.2250343755731592,-6.504549103945465,681.2888910390412,-0.17981129469245355
75,12783.45,651.7953773346244,647.4279485669471,12786.699,12892.848,658.2623240353613,653.4964655932461,12895.221,2026-03-17,1.11842876767696,2.392858442115539,647.4279485669471,0.1727495345470569
76,12786.699,694.8504073132862,734.753479588535,12746.284,12895.221,701.7832008186256,742.0627155011492,12866.853000000001,2026-03-18,0.5119277247522405,-11.911514682526104,734.753479588535,0.06967339917041591
77,12746.284,800.4587531042862,696.1218500577785,12840.137,12866.853000000001,808.4653428776965,702.9448921056681,12954.01,2026-03-19,10.483903046506384,18.363450772028955,696.1218500577785,1.5060442429204333
78,12840.137,678.1659105689689,705.2092138410059,12816.048,12954.01,685.4747195581087,712.4807700061024,12940.993,2026-03-20,-2.9543032720375777,-13.989050447993577,705.2092138410059,-0.41892579025543547
79,12816.048,609.4694768079434,663.1473139265984,12754.182,12940.993,615.6469275371448,669.9687192318522,12872.391,2026-03-21,8.188162881344397,14.280208305293854,663.1473139265984,1.2347426747250185
80,12754.182,715.6265426035786,710.2870176723021,12760.561,12872.391,723.0225061842564,717.7503336419553,12851.879,2026-03-22,-1.0394750687228225,25.78417254229862,710.2870176723021,-0.14634577894008396
81,12760.561,704.1258628769896,683.6964048815302,12784.012999999999,12851.879,711.2059168324055,690.8221671907211,12909.885,2026-03-23,-3.022542004538991,-37.622250358315796,683.6964048815302,-0.44208832794180514
82,12784.012999999999,750.2336385159526,698.3474192630774,12824.835,12909.885,757.4165528227823,705.2580321511869,12937.419,2026-03-24,11.064219252875773,24.624520671595747,698.3474192630774,1.5843431145705609
83,12824.835,707.6852251708615,692.2792842462492,12841.16,12937.419,715.1557886407217,699.6979685484349,12952.923,2026-03-25,-0.9190590753878496,-0.04617990771475888,692.2792842462492,-0.13275842514752081
84,12841.16,763.4056423749375,684.8060144662511,12919.055,12952.923,771.4037335965072,691.9152160712362,13038.075,2026-03-26,0.7046279086862342,-5.66348247472888,684.8060144662511,0.10289452688808999
85,12919.055,685.5233783975086,723.1158953096698,12875.444,13038.075,692.9848988162254,730.9414497548022,13015.304,2026-03-27,6.01848308784065,-15.185550938576853,723.1158953096698,0.8322985467306417
86,12875.444,758.0613810562884,641.4130884713221,12994.895,13015.304,766.8417884979185,648.59812273213,13115.807,2026-03-28,-2.8027074150340923,17.740665765788435,641.4130884713221,-0.4369582513063113
87,12994.895,720.7883465605919,692.0626121366345,13022.688,13115.807,728.8138126541608,699.8839886900425,13143.252,2026-03-29,0.9327344239572994,1.4848239641178225,692.0626121366345,0.13477601702505335
88,13022.688,651.4581165382442,776.1007728575207,12892.67,13143.252,658.1747408459904,784.1113779258466,13022.296999999999,2026-03-30,5.375343680723745,-4.9816370798544085,776.1007728575207,0.6926089843890118
89,12892.67,750.9917896495897,670.2378244097005,12973.954000000002,13022.296999999999,759.467832577643,677.7105469696977,13113.037,2026-03-31,-0.5300347601114481,-8.98271439205746,670.2378244097005,-0.07908159474262236
90,12973.954000000002,687.9821672120414,695.7704695146776,12961.444,13113.037,695.460352386485,703.3566792354763,13090.333,2026-04-01,4.721697697365016,14.807673151008203,695.7704695146776,0.6786286432447403
91,12961.444,587.0019839134844,684.6031938507031,12863.48,13090.333,593.4379816958728,692.1500651785137,12989.723999999998,2026-04-02,0.3627900627798226,1.896916517362115,684.6031938507031,0.052992750550757604
92,12863.48,717.3544225542407,659.9438495614776,12925.251,12989.723999999998,725.2042434670597,667.1531584323236,13046.636999999999,2026-04-03,-4.3604270072373765,1.1380850347359228,659.9438495614776,-0.6607269709589403
93,12925.251,704.1675325419865,664.2424047036636,12960.557,13046.636999999999,711.3611192173049,671.2935205054081,13085.567000000001,2026-04-04,4.619127838321219,1.1375987118954072,664.2424047036636,0.6953979158229044
94,12960.557,612.0537281079681,600.2229802441494,12970.701,13085.567000000001,619.144380712919,607.2822360391337,13103.463,2026-04-05,1.686747863821438,-6.0338553262117784,600.2229802441494,0.28102020737948563
95,12970.701,670.9763594695311,770.2748486976577,12868.562,13103.463,678.260559760342,778.6150339178655,13004.135,2026-04-06,2.8405107718717773,-1.0264741575247172,770.2748486976577,0.3687658732041389
96,12868.562,735.398633028798,717.4441565310676,12882.211,13004.135,743.6374333147313,725.5892020386816,13025.685000000001,2026-04-07,4.3054764977296145,-3.5017687239524093,717.4441565310676,0.600113118008673
97,12882.211,716.3365111561435,705.1713236930004,12896.257,13025.685000000001,725.1870219423597,713.8201144971006,13020.892,2026-04-08,-2.880812536857775,16.159907445260615,705.1713236930004,-0.4085266147481558
98,12896.257,666.6971592902983,717.4388775283214,12839.491000000002,13020.892,674.2765454470162,725.8592969886143,12974.211,2026-04-09,6.024281761972816,-4.90175154159806,717.4388775283214,0.8396926833303654
99,12839.491000000002,769.6004479703624,723.899133879137,12883.724,12974.211,779.0246807989629,732.6459001781155,13026.895,2026-04-10,1.468314091227512,-6.305219379153641,723.899133879137,0.20283407211158003
100,12883.724,682.1576714065466,659.2286167774583,12906.868,13026.895,689.6747370913849,666.4604640868658,13041.709,2026-04-11,-0.2149453709116642,8.400273004519477,659.2286167774583,-0.03260558862908484
101,12906.868,761.8425619897774,747.3901290520914,12920.807999999999,13041.709,770.8108001775648,756.4270239274557,13060.535,2026-04-12,0.5124329376867536,-4.442223749889308,747.3901290520914,0.06856297906110534
102,12920.807999999999,633.0279653786631,706.3748173452036,12845.491,13060.535,641.2712172264528,715.3213762133805,12978.664,2026-04-13,1.9701480334588268,7.820841013071913,706.3748173452036,0.2789097211680496
103,12845.491,746.8352029733961,639.5542181346253,12949.603,12978.664,755.3560191911645,647.2674963073665,13081.229,2026-04-14,3.168984838772303,5.52352288379916,639.5542181346253,0.49549901304931054
104,12949.603,740.6215650869065,652.2768552415449,13033.148000000001,13081.229,749.6622996624924,659.7731299181742,13163.935000000001,2026-04-15,4.799709845359757,7.183169744315819,652.2768552415449,0.7358393612758765
105,13033.148000000001,693.0598242452338,600.8313421577373,13124.219000000001,13163.935000000001,701.3925569438993,607.8888436765803,13256.787,2026-04-16,1.1574820874975558,0.6517132673197921,600.8313421577373,0.19264675563374323
106,13124.219000000001,761.3018757750624,712.0837052866134,13174.38,13256.787,770.9207228282484,720.8090149264642,13310.539,2026-04-17,-0.9428295115503715,-3.640292098216378,712.0837052866134,-0.1324043092898584
107,13174.38,610.9331181718036,707.3998104432841,13078.929,13310.539,618.7521258605603,715.9109837445583,13220.864,2026-04-18,-1.0156922714813845,-7.48385788399537,707.3998104432841,-0.14358107769988127
108,13078.929,723.0412629087959,720.0816135186169,13076.015,13220.864,731.9973338957421,729.0161920800597,13222.313,2026-04-19,5.873649390177889,1.5321418156818254,720.0816135186169,0.815692177095983
109,13076.015,768.2564409049185,751.2878909862096,13092.528,13222.313,777.8876918380811,760.6967752144977,13233.73,2026-04-20,0.45554991870812955,5.773916623584228,751.2878909862096,0.06063586598076708
110,13092.528,753.5264337431786,703.6275967397659,13137.6,13233.73,762.8267827862683,712.1894448655859,13303.369999999999,2026-04-21,4.8268370034129475,-19.002662079315996,703.6275967397659,0.6859931341206528
111,13137.6,716.530190904312,665.0495884556219,13188.580999999998,13303.369999999999,726.2875228419357,673.9273434534348,13349.153999999999,2026-04-22,0.49960244869180315,6.576179388501259,665.0495884556219,0.07512258594911395
112,13188.580999999998,706.2882935783866,749.5493096191144,13143.904999999999,13349.153999999999,715.2095054038856,759.0849001318634,13296.448,2026-04-23,1.4149839592719218,8.830605272019966,749.5493096191144,0.18877796845559766
113,13143.904999999999,789.378228556028,706.3124388875647,13219.403,13296.448,799.5937640518378,715.4595087038936,13378.947,2026-04-24,7.567789668462865,1.6352553479446215,706.3124388875647,1.0714507138486844
114,13219.403,693.6679016127569,665.180932609108,13250.687,13378.947,702.6985840324072,673.9821826034371,13417.443,2026-04-25,-2.797030996351168,-9.779598571029055,665.180932609108,-0.42049175784099585
115,13250.687,649.6043057899478,741.6677647052803,13153.289999999999,13417.443,658.0527783556595,751.2309658639189,13325.859,2026-04-26,5.333541084668468,-1.5941875082608021,741.6677647052803,0.7191280703412909
116,13153.289999999999,726.3481058395762,698.5717543069246,13182.895,13325.859,735.7609096526419,707.7283730693414,13346.192,2026-04-27,-1.8286484673499217,7.699536583300869,698.5717543069246,-0.2617695971925149
117,13182.895,756.3663941938861,679.0456802403218,13252.245,13346.192,766.7340019461499,688.3685467088762,13411.964,2026-04-28,7.970713953563973,12.593455237272792,679.0456802403218,1.1738111566725598
118,13252.245,815.7618985760782,687.7042569351838,13376.333999999999,13411.964,826.7419157248047,697.3029001589362,13532.586,2026-04-29,3.968641640896749,8.817015565868132,687.7042569351838,0.5770855132674849
119,13376.333999999999,684.7545865033901,710.8782878009009,13348.886,13532.586,694.1943896375142,720.5465434259714,13508.918000000001,2026-04-30,1.3242987024877948,-2.684153788459298,710.8782878009009,0.18629049799572686
120,13348.886,719.2255474777974,767.6636092070095,13293.314,13508.918000000001,728.7991205529732,778.047909759863,13454.084,2026-05-01,7.133938270788349,5.585210793109582,767.6636092070095,0.9293052562642186
121,13293.314,698.9675053649164,792.6022294568072,13197.488000000001,13454.084,708.3633656174962,802.9619583502413,13335.116,2026-05-02,2.1912759081096738,24.369407267256975,792.6022294568072,0.2764660288189471
122,13197.488000000001,668.7531320289274,648.0393121598414,13211.95,13335.116,677.857176337753,656.7686508953212,13372.475,2026-05-03,6.25181986908683,-16.270474557568377,648.0393121598414,0.9647284897347084
123,13211.95,723.9651413755155,733.610746049581,13201.383,13372.475,733.6497359642212,743.4943402871515,13372.533,2026-05-04,0.9213953259368282,-9.90260432292962,733.610746049581,0.12559730496021873
124,13201.383,634.9330569234282,667.2893105800447,13166.218,13372.533,643.7162289061536,676.314542690364,13330.9,2026-05-05,2.808746343382154,9.034686215789407,667.2893105800447,0.4209188276881937
125,13166.218,636.5999023787108,654.5223339633594,13148.099,13330.9,645.0609545986636,663.4113616406981,13315.997,2026-05-06,0.1965684153528855,-3.4474070420328644,654.5223339633594,0.03003234651483864
126,13148.099,666.374645600331,758.9455893448611,13052.475,13315.997,675.4227747001138,769.4076705879326,13208.089,2026-05-07,3.0530562554686185,13.923104112180226,758.9455893448611,0.4022760390641555
127,13052.475,671.6249251749709,630.6361734454696,13092.854,13208.089,681.0619360352515,639.3684312359453,13269.92,2026-05-08,0.6097517295020225,-20.137495200693593,630.6361734454696,0.09668835299609516
128,13092.854,606.7798644374457,674.8984446697818,13013.766,13269.92,615.3028950250879,684.4725884688777,13177.003,2026-05-09,10.969419767663567,23.747306556209878,674.8984446697818,1.6253437616130153
129,13013.766,686.9560767012975,643.0452674972518,13056.36,13177.003,696.7068673793834,652.034109622935,13228.896,2026-05-10,1.3168092040450574,-7.2202422435511835,643.0452674972518,0.2047770616787387
130,13056.36,683.9796497655534,747.269438417935,12993.518,13228.896,693.536116534178,757.6971779719423,13138.719000000001,2026-05-11,-0.4477886523818597,26.015938562235533,747.269438417935,-0.05992331940268902
131,12993.518,620.476896675146,708.2205553220485,12897.993999999999,13138.719000000001,629.5740436272575,718.7139273422532,13067.363000000001,2026-05-12,7.780341353098265,-17.78388371499568,708.2205553220485,1.0985760431028886
132,12897.993999999999,737.1998109281168,651.5368810090506,12978.298999999999,13067.363000000001,747.4649125300671,660.2700371352666,13123.336,2026-05-13,5.3579299190660095,31.221875394803646,651.5368810090506,0.8223525137622381
133,12978.298999999999,665.6198526860078,670.7209190318925,12965.582999999999,13123.336,674.6707285901207,679.9128069689347,13094.781,2026-05-14,7.614933654116612,23.312921621185524,670.7209190318925,1.135335642297825
134,12965.582999999999,795.5879676210022,622.4447843534408,13135.539,13094.781,806.982072437244,631.3285961460659,13303.33,2026-05-15,3.187183267560613,-32.8955237088212,622.4447843534408,0.5120427301630092
135,13135.539,762.4937449858924,693.8419184196748,13198.128,13303.33,773.8468454178753,704.1982918164083,13370.339,2026-05-16,6.062826566216245,2.6395536014661047,693.8419184196748,0.8738051716484942
136,13198.128,627.762847940346,679.8191968729983,13145.264,13370.339,636.5724237939129,689.1803503559286,13300.355,2026-05-17,0.8076510673490702,17.376073437982996,679.8191968729983,0.11880380416794159
137,13145.264,730.5482992705171,670.7716881260147,13202.243,13300.355,740.9677121209884,680.3547191295626,13360.815999999999,2026-05-18,2.797611144500479,0.15199299142659584,670.7716881260147,0.41707352800121533
138,13202.243,542.9817363894962,636.3237424631409,13105.598,13360.815999999999,551.0225240900453,646.0027149578887,13291.728,2026-05-19,3.3029939263560664,-25.892190867843965,636.3237424631409,0.5190744437054213
139,13105.598,696.0293088073515,773.6090795055788,13018.171,13291.728,706.2867252939086,784.9497590717843,13186.39,2026-05-20,9.84722930177304,26.674966222124567,773.6090795055788,1.2728947426607895
140,13018.171,758.2903272811582,729.3590663746443,13042.092,13186.39,769.7910888817181,740.2258945753797,13215.247,2026-05-21,5.010260906514304,0.7081943063385552,729.3590663746443,0.6869402380117562
