timestamp,day,slot,tank_id,vapour_space_m3,ullage_m,liquid_temp_c,diurnal_swing_c,vent_area_m2,pv_setting_kpa,tvp_kpa,standing_loss_kl,working_loss_kl,total_evap_kl
2026-01-08 14:00:00,7,1,TK-01,1540.06,4.902,27.02,7.1,0.09,2.5,0.3486,0.0,0.0,0.0
2026-01-08 14:00:00,7,1,TK-02,1430.93,4.555,27.02,7.1,0.09,2.5,0.3486,0.0,0.0,0.0
2026-01-08 14:00:00,7,1,TK-03,1111.31,4.367,27.02,7.1,0.28,0.0,0.3486,0.000193,0.0,0.000193
2026-01-08 14:00:00,7,1,TK-04,1317.99,4.195,27.02,7.1,0.09,2.5,0.3486,0.0,0.003421,0.003421
2026-01-08 14:00:00,7,1,TK-05,1924.61,5.063,27.02,7.1,0.11,2.5,0.3486,1e-06,0.0,1e-06
2026-01-08 22:00:00,7,2,TK-01,1404.4,4.47,22.69,7.1,0.09,2.5,0.284,2e-06,0.001854,0.001856
2026-01-08 22:00:00,7,2,TK-02,1465.6,4.665,22.69,7.1,0.09,2.5,0.284,2e-06,0.0,2e-06
2026-01-08 22:00:00,7,2,TK-03,1136.69,4.467,22.69,7.1,0.28,0.0,0.284,0.000165,0.0,0.000165
2026-01-08 22:00:00,7,2,TK-04,1354.14,4.31,22.69,7.1,0.09,2.5,0.284,2e-06,0.0,2e-06
2026-01-08 22:00:00,7,2,TK-05,1966.53,5.173,22.69,7.1,0.11,2.5,0.284,2e-06,0.0,2e-06
2026-01-09 06:00:00,8,0,TK-01,1450.95,4.619,19.24,7.1,0.09,2.5,0.2403,3e-06,0.0,3e-06
2026-01-09 06:00:00,8,0,TK-02,1511.09,4.81,19.24,7.1,0.09,2.5,0.2403,3e-06,0.0,3e-06
2026-01-09 06:00:00,8,0,TK-03,1169.99,4.598,19.24,7.1,0.28,0.0,0.2403,0.000147,0.0,0.000147
2026-01-09 06:00:00,8,0,TK-04,1401.56,4.461,19.24,7.1,0.09,2.5,0.2403,3e-06,0.0,3e-06
2026-01-09 06:00:00,8,0,TK-05,1789.97,4.709,19.24,7.1,0.11,2.5,0.2403,3e-06,0.002184,0.002188
2026-01-09 14:00:00,8,1,TK-01,1504.88,4.79,25.84,7.1,0.09,2.5,0.3298,1e-06,0.0,1e-06
2026-01-09 14:00:00,8,1,TK-02,1563.79,4.978,25.84,7.1,0.09,2.5,0.3298,1e-06,0.0,1e-06
2026-01-09 14:00:00,8,1,TK-03,911.67,3.583,25.84,7.1,0.28,0.0,0.3298,0.000152,0.003765,0.003917
2026-01-09 14:00:00,8,1,TK-04,1456.51,4.636,25.84,7.1,0.09,2.5,0.3298,1e-06,0.0,1e-06
2026-01-09 14:00:00,8,1,TK-05,1858.42,4.889,25.84,7.1,0.11,2.5,0.3298,1e-06,0.0,1e-06
2026-01-09 22:00:00,8,2,TK-01,1534.1,4.883,22.05,7.1,0.09,2.5,0.2754,2e-06,0.0,2e-06
2026-01-09 22:00:00,8,2,TK-02,1426.33,4.54,22.05,7.1,0.09,2.5,0.2754,2e-06,0.001766,0.001768
2026-01-09 22:00:00,8,2,TK-03,935.94,3.678,22.05,7.1,0.28,0.0,0.2754,0.000133,0.0,0.000133
2026-01-09 22:00:00,8,2,TK-04,1486.28,4.731,22.05,7.1,0.09,2.5,0.2754,2e-06,0.0,2e-06
2026-01-09 22:00:00,8,2,TK-05,1895.51,4.986,22.05,7.1,0.11,2.5,0.2754,3e-06,0.0,3e-06
2026-01-10 06:00:00,9,0,TK-01,1332.52,4.242,20.49,7.1,0.09,2.5,0.2554,2e-06,0.002438,0.00244
2026-01-10 06:00:00,9,0,TK-02,1470.71,4.681,20.49,7.1,0.09,2.5,0.2554,2e-06,0.0,2e-06
2026-01-10 06:00:00,9,0,TK-03,971.29,3.817,20.49,7.1,0.28,0.0,0.2554,0.000129,0.0,0.000129
2026-01-10 06:00:00,9,0,TK-04,1529.65,4.869,20.49,7.1,0.09,2.5,0.2554,3e-06,0.0,3e-06
2026-01-10 06:00:00,9,0,TK-05,1949.54,5.129,20.49,7.1,0.11,2.5,0.2554,3e-06,0.0,3e-06
2026-01-10 14:00:00,9,1,TK-01,1394.92,4.44,27.41,7.1,0.09,2.5,0.355,0.0,0.0,0.0
2026-01-10 14:00:00,9,1,TK-02,1529.98,4.87,27.41,7.1,0.09,2.5,0.355,0.0,0.0,0.0
2026-01-10 14:00:00,9,1,TK-03,1018.52,4.003,27.41,7.1,0.28,0.0,0.355,0.00018,0.0,0.00018
2026-01-10 14:00:00,9,1,TK-04,1587.58,5.053,27.41,7.1,0.09,2.5,0.355,0.0,0.0,0.0
2026-01-10 14:00:00,9,1,TK-05,1799.04,4.733,27.41,7.1,0.11,2.5,0.355,0.0,0.003034,0.003034
2026-01-10 22:00:00,9,2,TK-01,1427.68,4.544,22.18,7.1,0.09,2.5,0.2771,2e-06,0.0,2e-06
2026-01-10 22:00:00,9,2,TK-02,1561.08,4.969,22.18,7.1,0.09,2.5,0.2771,2e-06,0.0,2e-06
2026-01-10 22:00:00,9,2,TK-03,1043.31,4.1,22.18,7.1,0.28,0.0,0.2771,0.000149,0.0,0.000149
2026-01-10 22:00:00,9,2,TK-04,1441.53,4.589,22.18,7.1,0.09,2.5,0.2771,2e-06,0.00189,0.001892
2026-01-10 22:00:00,9,2,TK-05,1839.64,4.839,22.18,7.1,0.11,2.5,0.2771,3e-06,0.0,3e-06
2026-01-11 06:00:00,10,0,TK-01,1474.94,4.695,20.56,7.1,0.09,2.5,0.2562,2e-06,0.0,2e-06
2026-01-11 06:00:00,10,0,TK-02,1406.46,4.477,20.56,7.1,0.09,2.5,0.2562,2e-06,0.001997,0.002
2026-01-11 06:00:00,10,0,TK-03,1079.08,4.241,20.56,7.1,0.28,0.0,0.2562,0.000144,0.0,0.000144
2026-01-11 06:00:00,10,0,TK-04,1488.55,4.738,20.56,7.1,0.09,2.5,0.2562,3e-06,0.0,3e-06
2026-01-11 06:00:00,10,0,TK-05,1898.21,4.994,20.56,7.1,0.11,2.5,0.2562,3e-06,0.0,3e-06
2026-01-11 14:00:00,10,1,TK-01,1520.86,4.841,27.66,7.1,0.09,2.5,0.3591,0.0,0.0,0.0
2026-01-11 14:00:00,10,1,TK-02,1453.58,4.627,27.66,7.1,0.09,2.5,0.3591,0.0,0.0,0.0
2026-01-11 14:00:00,10,1,TK-03,1113.83,4.377,27.66,7.1,0.28,0.0,0.3591,0.000198,0.0,0.000198
2026-01-11 14:00:00,10,1,TK-04,1534.23,4.884,27.66,7.1,0.09,2.5,0.3591,0.0,0.0,0.0
2026-01-11 14:00:00,10,1,TK-05,1673.81,4.403,27.66,7.1,0.11,2.5,0.3591,0.0,0.003858,0.003858
2026-01-11 22:00:00,10,2,TK-01,1553.18,4.944,21.8,7.1,0.09,2.5,0.2722,2e-06,0.0,2e-06
2026-01-11 22:00:00,10,2,TK-02,1486.75,4.732,21.8,7.1,0.09,2.5,0.2722,2e-06,0.0,2e-06
2026-01-11 22:00:00,10,2,TK-03,1138.29,4.473,21.8,7.1,0.28,0.0,0.2722,0.000159,0.0,0.000159
2026-01-11 22:00:00,10,2,TK-04,1442.58,4.592,21.8,7.1,0.09,2.5,0.2722,2e-06,0.001306,0.001308
2026-01-11 22:00:00,10,2,TK-05,1717.43,4.518,21.8,7.1,0.11,2.5,0.2722,2e-06,0.0,2e-06
2026-01-12 06:00:00,11,0,TK-01,1417.1,4.511,19.74,7.1,0.09,2.5,0.2462,3e-06,0.001771,0.001774
2026-01-12 06:00:00,11,0,TK-02,1535.23,4.887,19.74,7.1,0.09,2.5,0.2462,3e-06,0.0,3e-06
2026-01-12 06:00:00,11,0,TK-03,1174.04,4.614,19.74,7.1,0.28,0.0,0.2462,0.000151,0.0,0.000151
2026-01-12 06:00:00,11,0,TK-04,1491.88,4.749,19.74,7.1,0.09,2.5,0.2462,3e-06,0.0,3e-06
2026-01-12 06:00:00,11,0,TK-05,1781.15,4.686,19.74,7.1,0.11,2.5,0.2462,3e-06,0.0,3e-06
2026-01-12 14:00:00,11,1,TK-01,1480.42,4.712,25.41,7.1,0.09,2.5,0.3232,1e-06,0.0,1e-06
2026-01-12 14:00:00,11,1,TK-02,1595.74,5.079,25.41,7.1,0.09,2.5,0.3232,1e-06,0.0,1e-06
2026-01-12 14:00:00,11,1,TK-03,926.95,3.643,25.41,7.1,0.28,0.0,0.3232,0.000152,0.003645,0.003797
2026-01-12 14:00:00,11,1,TK-04,1553.41,4.945,25.41,7.1,0.09,2.5,0.3232,1e-06,0.0,1e-06
2026-01-12 14:00:00,11,1,TK-05,1860.69,4.895,25.41,7.1,0.11,2.5,0.3232,1e-06,0.0,1e-06
2026-01-12 22:00:00,11,2,TK-01,1509.31,4.804,23.3,7.1,0.09,2.5,0.2925,2e-06,0.0,2e-06
2026-01-12 22:00:00,11,2,TK-02,1440.19,4.584,23.3,7.1,0.09,2.5,0.2925,2e-06,0.00206,0.002062
2026-01-12 22:00:00,11,2,TK-03,950.55,3.735,23.3,7.1,0.28,0.0,0.2925,0.000142,0.0,0.000142
2026-01-12 22:00:00,11,2,TK-04,1581.5,5.034,23.3,7.1,0.09,2.5,0.2925,2e-06,0.0,2e-06
2026-01-12 22:00:00,11,2,TK-05,1896.99,4.99,23.3,7.1,0.11,2.5,0.2925,2e-06,0.0,2e-06
2026-01-13 06:00:00,12,0,TK-01,1552.68,4.942,20.79,7.1,0.09,2.5,0.2591,3e-06,0.0,3e-06
2026-01-13 06:00:00,12,0,TK-02,1484.72,4.726,20.79,7.1,0.09,2.5,0.2591,2e-06,0.0,2e-06
2026-01-13 06:00:00,12,0,TK-03,985.97,3.875,20.79,7.1,0.28,0.0,0.2591,0.000133,0.0,0.000133
2026-01-13 06:00:00,12,0,TK-04,1377.74,4.385,20.79,7.1,0.09,2.5,0.2591,2e-06,0.002488,0.00249
2026-01-13 06:00:00,12,0,TK-05,1951.47,5.134,20.79,7.1,0.11,2.5,0.2591,3e-06,0.0,3e-06
2026-01-13 14:00:00,12,1,TK-01,1311.46,4.175,25.45,7.1,0.09,2.5,0.3239,1e-06,0.003728,0.003729
2026-01-13 14:00:00,12,1,TK-02,1542.94,4.911,25.45,7.1,0.09,2.5,0.3239,1e-06,0.0,1e-06
2026-01-13 14:00:00,12,1,TK-03,1032.28,4.057,25.45,7.1,0.28,0.0,0.3239,0.000169,0.0,0.000169
2026-01-13 14:00:00,12,1,TK-04,1438.36,4.578,25.45,7.1,0.09,2.5,0.3239,1e-06,0.0,1e-06
2026-01-13 14:00:00,12,1,TK-05,2022.7,5.321,25.45,7.1,0.11,2.5,0.3239,1e-06,0.0,1e-06
2026-01-13 22:00:00,12,2,TK-01,1346.7,4.287,21.01,7.1,0.09,2.5,0.262,2e-06,0.0,2e-06
2026-01-13 22:00:00,12,2,TK-02,1575.24,5.014,21.01,7.1,0.09,2.5,0.262,3e-06,0.0,3e-06
2026-01-13 22:00:00,12,2,TK-03,1057.97,4.158,21.01,7.1,0.28,0.0,0.262,0.000144,0.0,0.000144
2026-01-13 22:00:00,12,2,TK-04,1471.98,4.685,21.01,7.1,0.09,2.5,0.262,2e-06,0.0,2e-06
2026-01-13 22:00:00,12,2,TK-05,1911.83,5.029,21.01,7.1,0.11,2.5,0.262,3e-06,0.001531,0.001534
2026-01-14 06:00:00,13,0,TK-01,1397.3,4.448,18.81,7.1,0.09,2.5,0.2353,3e-06,0.0,3e-06
2026-01-14 06:00:00,13,0,TK-02,1332.51,4.242,18.81,7.1,0.09,2.5,0.2353,3e-06,0.002678,0.00268
2026-01-14 06:00:00,13,0,TK-03,1094.86,4.303,18.81,7.1,0.28,0.0,0.2353,0.000135,0.0,0.000135
2026-01-14 06:00:00,13,0,TK-04,1520.27,4.839,18.81,7.1,0.09,2.5,0.2353,3e-06,0.0,3e-06
2026-01-14 06:00:00,13,0,TK-05,1971.36,5.186,18.81,7.1,0.11,2.5,0.2353,4e-06,0.0,4e-06
2026-01-14 14:00:00,13,1,TK-01,1457.36,4.639,27.47,7.1,0.09,2.5,0.356,0.0,0.0,0.0
2026-01-14 14:00:00,13,1,TK-02,1394.01,4.437,27.47,7.1,0.09,2.5,0.356,0.0,0.0,0.0
2026-01-14 14:00:00,13,1,TK-03,1138.64,4.475,27.47,7.1,0.28,0.0,0.356,0.000201,0.0,0.000201
2026-01-14 14:00:00,13,1,TK-04,1577.57,5.022,27.47,7.1,0.09,2.5,0.356,0.0,0.0,0.0
2026-01-14 14:00:00,13,1,TK-05,1725.32,4.539,27.47,7.1,0.11,2.5,0.356,0.0,0.004325,0.004326
2026-01-14 22:00:00,13,2,TK-01,1489.1,4.74,20.62,7.1,0.09,2.5,0.257,2e-06,0.0,2e-06
2026-01-14 22:00:00,13,2,TK-02,1426.52,4.541,20.62,7.1,0.09,2.5,0.257,2e-06,0.0,2e-06
2026-01-14 22:00:00,13,2,TK-03,1161.79,4.566,20.62,7.1,0.28,0.0,0.257,0.000155,0.0,0.000155
2026-01-14 22:00:00,13,2,TK-04,1442.22,4.591,20.62,7.1,0.09,2.5,0.257,2e-06,0.001654,0.001656
2026-01-14 22:00:00,13,2,TK-05,1766.5,4.647,20.62,7.1,0.11,2.5,0.257,3e-06,0.0,3e-06
