timestamp,day,slot,segment_id,inlet_kl15,outlet_kl15,inlet_pressure_bar,outlet_pressure_bar,flow_rate_kl_per_h
2026-01-01 14:00:00,0,1,SEG-T,255.937,255.9042,21.278,20.631,31.9878
2026-01-01 22:00:00,0,2,SEG-A,183.0325,182.9129,47.818,46.983,22.8658
2026-01-01 22:00:00,0,2,SEG-B,182.9229,183.1105,46.446,45.826,22.8658
2026-01-01 22:00:00,0,2,SEG-C,182.9742,183.0088,45.074,44.362,22.8658
2026-01-01 22:00:00,0,2,SEG-D,182.7991,182.8992,43.805,42.882,22.8658
2026-01-01 22:00:00,0,2,SEG-E,182.9316,182.8503,42.306,41.23,22.8658
2026-01-01 22:00:00,0,2,SEG-F,182.7965,182.9791,40.863,40.321,22.8658
2026-01-01 22:00:00,0,2,SEG-G,182.944,183.0572,39.648,38.812,22.8658
2026-01-01 22:00:00,0,2,SEG-H,182.8348,182.8941,38.237,37.458,22.8658
2026-01-01 22:00:00,0,2,SEG-I,183.0822,182.8813,36.718,36.052,22.8658
2026-01-01 22:00:00,0,2,SEG-J,182.9703,182.9571,35.237,34.632,22.8658
2026-01-01 22:00:00,0,2,SEG-K,182.9455,182.838,34.041,33.179,22.8658
2026-01-01 22:00:00,0,2,SEG-L,182.9197,182.8029,32.634,31.82,22.8658
2026-01-01 22:00:00,0,2,SEG-M,182.9328,183.0091,31.113,30.396,22.8658
2026-01-01 22:00:00,0,2,SEG-N,182.9378,182.9458,29.864,29.038,22.8658
2026-01-01 22:00:00,0,2,SEG-O,182.9742,183.0369,28.322,27.569,22.8658
2026-01-01 22:00:00,0,2,SEG-P,182.907,182.917,27.004,26.177,22.8658
2026-01-01 22:00:00,0,2,SEG-Q,182.9887,182.9598,25.576,24.787,22.8658
2026-01-01 22:00:00,0,2,SEG-R,182.9215,182.9388,24.153,23.461,22.8658
2026-01-01 22:00:00,0,2,SEG-S,182.9318,182.8147,22.597,21.908,22.8658
2026-01-01 22:00:00,0,2,SEG-T,182.9471,182.8677,21.62,20.654,22.8658
2026-01-02 06:00:00,1,0,SEG-A,249.8409,249.7739,47.937,47.205,31.21
2026-01-02 06:00:00,1,0,SEG-B,249.6082,249.5725,46.537,45.686,31.21
2026-01-02 06:00:00,1,0,SEG-C,249.6681,249.6138,45.143,44.144,31.21
2026-01-02 06:00:00,1,0,SEG-D,249.7717,249.693,43.888,42.767,31.21
2026-01-02 06:00:00,1,0,SEG-E,249.8164,249.6158,42.484,41.82,31.21
2026-01-02 06:00:00,1,0,SEG-F,249.5266,249.8058,40.88,40.073,31.21
2026-01-02 06:00:00,1,0,SEG-G,249.5848,249.6526,39.528,38.901,31.21
2026-01-02 06:00:00,1,0,SEG-H,249.5989,249.5976,38.12,37.645,31.21
2026-01-02 06:00:00,1,0,SEG-I,249.62,249.6347,36.78,36.128,31.21
2026-01-02 06:00:00,1,0,SEG-J,249.4136,249.5635,35.404,34.638,31.21
2026-01-02 06:00:00,1,0,SEG-K,249.5212,249.9113,34.193,33.219,31.21
2026-01-02 06:00:00,1,0,SEG-L,249.6146,249.7982,32.483,32.032,31.21
2026-01-02 06:00:00,1,0,SEG-M,249.7106,249.7135,31.238,30.477,31.21
2026-01-02 06:00:00,1,0,SEG-N,249.6337,249.786,29.75,28.871,31.21
2026-01-02 06:00:00,1,0,SEG-O,249.651,249.5683,28.252,27.744,31.21
2026-01-02 06:00:00,1,0,SEG-P,249.4959,249.7303,27.029,26.114,31.21
2026-01-02 06:00:00,1,0,SEG-Q,249.7963,249.6435,25.622,24.866,31.21
2026-01-02 06:00:00,1,0,SEG-R,249.728,249.7049,24.29,23.389,31.21
2026-01-02 06:00:00,1,0,SEG-S,249.6059,249.3674,22.713,21.923,31.21
2026-01-02 06:00:00,1,0,SEG-T,249.5521,249.7248,21.354,20.759,31.21
2026-01-02 14:00:00,1,1,SEG-A,268.6066,268.6027,47.865,47.329,33.5846
2026-01-02 14:00:00,1,1,SEG-B,268.7203,268.5929,46.511,45.754,33.5846
2026-01-02 14:00:00,1,1,SEG-C,268.6058,268.455,45.257,44.493,33.5846
2026-01-02 14:00:00,1,1,SEG-D,268.787,268.6819,43.767,42.965,33.5846
2026-01-02 14:00:00,1,1,SEG-E,268.785,268.7128,42.253,41.701,33.5846
2026-01-02 14:00:00,1,1,SEG-F,268.6965,268.8309,41.178,40.012,33.5846
2026-01-02 14:00:00,1,1,SEG-G,268.6862,268.6731,39.584,38.825,33.5846
2026-01-02 14:00:00,1,1,SEG-H,268.6889,268.5507,38.083,37.284,33.5846
2026-01-02 14:00:00,1,1,SEG-I,268.722,268.6252,36.794,36.083,33.5846
2026-01-02 14:00:00,1,1,SEG-J,268.7332,268.7367,35.416,34.589,33.5846
2026-01-02 14:00:00,1,1,SEG-K,268.5328,268.5574,33.732,33.032,33.5846
2026-01-02 14:00:00,1,1,SEG-L,268.7503,268.6968,32.625,31.781,33.5846
2026-01-02 14:00:00,1,1,SEG-M,268.6161,268.5622,31.181,30.459,33.5846
2026-01-02 14:00:00,1,1,SEG-N,268.7575,268.6397,29.84,29.006,33.5846
2026-01-02 14:00:00,1,1,SEG-O,268.7209,268.6837,28.43,27.55,33.5846
2026-01-02 14:00:00,1,1,SEG-P,268.7818,268.6769,27.053,26.122,33.5846
2026-01-02 14:00:00,1,1,SEG-Q,268.5476,268.5686,25.45,24.779,33.5846
2026-01-02 14:00:00,1,1,SEG-R,268.8332,268.657,24.363,23.397,33.5846
2026-01-02 14:00:00,1,1,SEG-S,268.7332,268.7218,22.828,21.928,33.5846
2026-01-02 14:00:00,1,1,SEG-T,268.68,268.7395,21.069,20.624,33.5846
2026-01-02 22:00:00,1,2,SEG-A,208.6717,208.6465,47.91,47.228,26.0749
2026-01-02 22:00:00,1,2,SEG-B,208.5915,208.5869,46.401,45.729,26.0749
2026-01-02 22:00:00,1,2,SEG-C,208.6582,208.6297,45.022,44.39,26.0749
2026-01-02 22:00:00,1,2,SEG-D,208.6993,208.5951,43.558,43.027,26.0749
2026-01-02 22:00:00,1,2,SEG-E,208.5874,208.5322,42.324,41.62,26.0749
2026-01-02 22:00:00,1,2,SEG-F,208.5625,208.6661,41.028,40.282,26.0749
2026-01-02 22:00:00,1,2,SEG-G,208.67,208.5639,39.649,38.866,26.0749
2026-01-02 22:00:00,1,2,SEG-H,208.5709,208.6803,38.232,37.444,26.0749
2026-01-02 22:00:00,1,2,SEG-I,208.6009,208.7834,36.48,35.846,26.0749
2026-01-02 22:00:00,1,2,SEG-J,208.5728,208.6625,35.559,34.579,26.0749
2026-01-02 22:00:00,1,2,SEG-K,208.5537,208.6335,34.069,33.093,26.0749
2026-01-02 22:00:00,1,2,SEG-L,208.4886,208.5667,32.628,31.618,26.0749
2026-01-02 22:00:00,1,2,SEG-M,208.4516,208.5467,31.091,30.411,26.0749
2026-01-02 22:00:00,1,2,SEG-N,208.6432,208.6255,29.711,28.91,26.0749
2026-01-02 22:00:00,1,2,SEG-O,208.8576,208.6153,28.308,27.684,26.0749
2026-01-02 22:00:00,1,2,SEG-P,208.7052,208.7294,27.077,26.314,26.0749
2026-01-02 22:00:00,1,2,SEG-Q,208.762,208.6567,25.475,24.777,26.0749
2026-01-02 22:00:00,1,2,SEG-R,208.6756,208.6827,24.376,23.434,26.0749
2026-01-02 22:00:00,1,2,SEG-S,208.6746,208.4697,22.835,21.851,26.0749
2026-01-02 22:00:00,1,2,SEG-T,208.5414,208.6013,21.326,20.511,26.0749
2026-01-03 06:00:00,2,0,SEG-A,247.1061,247.4905,48.021,47.181,30.888
2026-01-03 06:00:00,2,0,SEG-B,247.2387,246.9421,46.832,45.888,30.888
2026-01-03 06:00:00,2,0,SEG-C,246.9938,247.2619,45.316,44.215,30.888
2026-01-03 06:00:00,2,0,SEG-D,247.0179,247.1983,43.83,42.814,30.888
2026-01-03 06:00:00,2,0,SEG-E,247.3448,246.9905,42.685,41.432,30.888
2026-01-03 06:00:00,2,0,SEG-F,247.1108,247.142,40.97,40.012,30.888
2026-01-03 06:00:00,2,0,SEG-G,246.9781,247.0335,39.467,38.804,30.888
2026-01-03 06:00:00,2,0,SEG-H,247.1119,246.967,38.377,37.303,30.888
2026-01-03 06:00:00,2,0,SEG-I,247.0969,247.0201,36.929,36.015,30.888
2026-01-03 06:00:00,2,0,SEG-J,247.2433,246.905,35.134,34.554,30.888
2026-01-03 06:00:00,2,0,SEG-K,247.2675,247.1884,33.882,33.217,30.888
2026-01-03 06:00:00,2,0,SEG-L,247.0835,247.0828,32.621,31.786,30.888
2026-01-03 06:00:00,2,0,SEG-M,247.1516,247.0273,31.038,30.474,30.888
2026-01-03 06:00:00,2,0,SEG-N,247.2025,247.248,29.701,29.061,30.888
2026-01-03 06:00:00,2,0,SEG-O,246.9774,247.092,28.549,27.446,30.888
2026-01-03 06:00:00,2,0,SEG-P,247.264,247.1345,26.994,25.996,30.888
2026-01-03 06:00:00,2,0,SEG-Q,247.2158,247.084,25.594,24.908,30.888
2026-01-03 06:00:00,2,0,SEG-R,247.1158,247.1359,24.375,23.428,30.888
2026-01-03 06:00:00,2,0,SEG-S,247.2903,246.9257,22.776,21.829,30.888
2026-01-03 06:00:00,2,0,SEG-T,247.3084,247.3088,21.273,20.741,30.888
2026-01-03 14:00:00,2,1,SEG-A,178.2382,178.2307,47.866,47.066,22.271
2026-01-03 14:00:00,2,1,SEG-B,178.3146,178.2263,46.604,45.662,22.271
2026-01-03 14:00:00,2,1,SEG-C,178.2208,178.0279,45.199,44.373,22.271
2026-01-03 14:00:00,2,1,SEG-D,178.313,178.2181,43.963,42.867,22.271
2026-01-03 14:00:00,2,1,SEG-E,178.2428,178.0258,42.383,41.361,22.271
2026-01-03 14:00:00,2,1,SEG-F,178.149,178.0575,40.966,40.189,22.271
2026-01-03 14:00:00,2,1,SEG-G,178.1657,178.2163,39.886,38.667,22.271
2026-01-03 14:00:00,2,1,SEG-H,178.2499,178.232,38.337,37.379,22.271
2026-01-03 14:00:00,2,1,SEG-I,178.0889,178.0825,36.877,35.758,22.271
2026-01-03 14:00:00,2,1,SEG-J,178.2036,178.1678,35.395,34.643,22.271
2026-01-03 14:00:00,2,1,SEG-K,178.213,178.1522,34.163,33.162,22.271
2026-01-03 14:00:00,2,1,SEG-L,178.1775,178.2362,32.518,31.695,22.271
2026-01-03 14:00:00,2,1,SEG-M,178.1115,178.1267,31.188,30.041,22.271
2026-01-03 14:00:00,2,1,SEG-N,178.1863,178.2367,29.832,29.04,22.271
2026-01-03 14:00:00,2,1,SEG-O,178.1732,178.1077,28.561,27.494,22.271
2026-01-03 14:00:00,2,1,SEG-P,178.1415,178.0529,27.308,26.262,22.271
2026-01-03 14:00:00,2,1,SEG-Q,178.2001,178.3048,25.655,24.887,22.271
2026-01-03 14:00:00,2,1,SEG-R,178.0735,178.1688,24.046,23.227,22.271
2026-01-03 14:00:00,2,1,SEG-S,178.1921,178.1719,22.932,22.039,22.271
2026-01-03 14:00:00,2,1,SEG-T,178.1953,178.1766,21.362,20.475,22.271
2026-01-03 22:00:00,2,2,SEG-A,142.3482,142.2481,47.962,47.286,17.7756
2026-01-03 22:00:00,2,2,SEG-B,142.2686,142.2351,46.718,45.587,17.7756
2026-01-03 22:00:00,2,2,SEG-C,142.2572,142.1338,45.246,44.248,17.7756
2026-01-03 22:00:00,2,2,SEG-D,142.1749,142.1819,43.956,42.793,17.7756
2026-01-03 22:00:00,2,2,SEG-E,142.1679,142.106,42.466,41.486,17.7756
2026-01-03 22:00:00,2,2,SEG-F,142.3163,142.268,40.803,40.199,17.7756
2026-01-03 22:00:00,2,2,SEG-G,142.1613,142.2392,39.707,38.651,17.7756
2026-01-03 22:00:00,2,2,SEG-H,142.1226,142.2242,37.997,37.525,17.7756
2026-01-03 22:00:00,2,2,SEG-I,142.2728,142.1975,36.724,35.924,17.7756
2026-01-03 22:00:00,2,2,SEG-J,142.1562,142.278,35.365,34.717,17.7756
2026-01-03 22:00:00,2,2,SEG-K,142.239,142.194,34.249,33.445,17.7756
2026-01-03 22:00:00,2,2,SEG-L,142.2339,142.1175,32.544,31.644,17.7756
2026-01-03 22:00:00,2,2,SEG-M,142.1928,142.1222,31.151,30.275,17.7756
2026-01-03 22:00:00,2,2,SEG-N,142.2014,142.1795,29.735,28.968,17.7756
2026-01-03 22:00:00,2,2,SEG-O,142.1124,142.3082,28.35,27.388,17.7756
2026-01-03 22:00:00,2,2,SEG-P,142.1755,142.2617,27.006,26.053,17.7756
2026-01-03 22:00:00,2,2,SEG-Q,142.0743,142.2234,25.646,24.756,17.7756
2026-01-03 22:00:00,2,2,SEG-R,142.23,142.1214,24.372,23.46,17.7756
2026-01-03 22:00:00,2,2,SEG-S,142.1812,142.1683,22.804,21.814,17.7756
2026-01-03 22:00:00,2,2,SEG-T,142.2289,142.1529,21.26,20.434,17.7756
2026-01-04 06:00:00,3,0,SEG-A,205.6975,205.7424,47.983,47.15,25.7095
2026-01-04 06:00:00,3,0,SEG-B,205.6697,205.6585,46.633,45.938,25.7095
2026-01-04 06:00:00,3,0,SEG-C,205.5734,205.6296,45.396,44.544,25.7095
2026-01-04 06:00:00,3,0,SEG-D,205.7273,205.7266,43.73,42.831,25.7095
2026-01-04 06:00:00,3,0,SEG-E,205.6315,205.7359,42.441,41.643,25.7095
2026-01-04 06:00:00,3,0,SEG-F,205.6882,205.521,41.017,40.485,25.7095
2026-01-04 06:00:00,3,0,SEG-G,205.4938,205.7746,39.681,38.565,25.7095
2026-01-04 06:00:00,3,0,SEG-H,205.7492,205.6069,38.257,37.351,25.7095
2026-01-04 06:00:00,3,0,SEG-I,205.7153,205.6192,36.916,36.143,25.7095
2026-01-04 06:00:00,3,0,SEG-J,205.8012,205.7616,35.323,34.4,25.7095
2026-01-04 06:00:00,3,0,SEG-K,205.5082,205.7611,33.876,33.037,25.7095
2026-01-04 06:00:00,3,0,SEG-L,205.783,205.6336,32.454,31.646,25.7095
2026-01-04 06:00:00,3,0,SEG-M,205.6138,205.6775,30.934,30.268,25.7095
2026-01-04 06:00:00,3,0,SEG-N,205.7266,205.7534,29.923,29.207,25.7095
2026-01-04 06:00:00,3,0,SEG-O,205.8618,205.6784,28.587,27.418,25.7095
2026-01-04 06:00:00,3,0,SEG-P,205.4977,205.7334,26.996,25.939,25.7095
2026-01-04 06:00:00,3,0,SEG-Q,205.7148,205.6034,25.587,24.726,25.7095
2026-01-04 06:00:00,3,0,SEG-R,205.764,205.7176,24.281,23.44,25.7095
2026-01-04 06:00:00,3,0,SEG-S,205.7667,205.7223,22.996,21.939,25.7095
2026-01-04 06:00:00,3,0,SEG-T,205.6495,205.7208,21.444,20.488,25.7095
2026-01-04 14:00:00,3,1,SEG-A,320.097,320.1678,48.198,47.342,40.0109
2026-01-04 14:00:00,3,1,SEG-B,319.9541,320.1806,46.661,45.885,40.0109
2026-01-04 14:00:00,3,1,SEG-C,320.194,319.9008,45.242,44.43,40.0109
2026-01-04 14:00:00,3,1,SEG-D,319.9845,320.34,43.768,42.656,40.0109
2026-01-04 14:00:00,3,1,SEG-E,319.9856,319.9852,42.411,41.661,40.0109
2026-01-04 14:00:00,3,1,SEG-F,319.8825,320.102,41.063,40.144,40.0109
2026-01-04 14:00:00,3,1,SEG-G,320.0575,320.0823,39.58,38.756,40.0109
2026-01-04 14:00:00,3,1,SEG-H,319.9706,320.1461,38.076,37.129,40.0109
2026-01-04 14:00:00,3,1,SEG-I,320.2436,320.0637,36.865,36.103,40.0109
2026-01-04 14:00:00,3,1,SEG-J,320.1606,320.0805,35.255,34.682,40.0109
2026-01-04 14:00:00,3,1,SEG-K,320.0236,320.0978,33.79,33.093,40.0109
2026-01-04 14:00:00,3,1,SEG-L,319.8102,320.1595,32.451,31.842,40.0109
2026-01-04 14:00:00,3,1,SEG-M,320.0682,320.2566,31.059,30.457,40.0109
2026-01-04 14:00:00,3,1,SEG-N,319.8308,320.1103,29.857,28.638,40.0109
2026-01-04 14:00:00,3,1,SEG-O,319.8184,320.0672,28.382,27.337,40.0109
2026-01-04 14:00:00,3,1,SEG-P,319.8752,319.9187,27.015,26.307,40.0109
2026-01-04 14:00:00,3,1,SEG-Q,320.1086,320.1252,25.624,24.441,40.0109
2026-01-04 14:00:00,3,1,SEG-R,320.1278,319.8302,24.274,23.286,40.0109
2026-01-04 14:00:00,3,1,SEG-S,319.9945,319.8954,22.844,21.702,40.0109
2026-01-04 14:00:00,3,1,SEG-T,320.1371,320.0543,21.336,20.614,40.0109
2026-01-04 22:00:00,3,2,SEG-A,181.5005,181.3001,48.038,47.094,22.6816
2026-01-04 22:00:00,3,2,SEG-B,181.4142,181.5198,46.581,45.857,22.6816
2026-01-04 22:00:00,3,2,SEG-C,181.5993,181.4906,45.161,44.526,22.6816
2026-01-04 22:00:00,3,2,SEG-D,181.5907,181.388,44.006,42.769,22.6816
2026-01-04 22:00:00,3,2,SEG-E,181.3108,181.4163,42.402,41.498,22.6816
2026-01-04 22:00:00,3,2,SEG-F,181.5507,181.4883,40.827,40.316,22.6816
2026-01-04 22:00:00,3,2,SEG-G,181.5067,181.5609,39.501,38.72,22.6816
2026-01-04 22:00:00,3,2,SEG-H,181.525,181.5803,38.226,37.321,22.6816
2026-01-04 22:00:00,3,2,SEG-I,181.4015,181.4624,36.76,36.146,22.6816
2026-01-04 22:00:00,3,2,SEG-J,181.4119,181.623,35.6,34.889,22.6816
2026-01-04 22:00:00,3,2,SEG-K,181.5157,181.5538,34.16,33.276,22.6816
2026-01-04 22:00:00,3,2,SEG-L,181.4073,181.6059,32.38,31.877,22.6816
2026-01-04 22:00:00,3,2,SEG-M,181.3435,181.3931,31.211,30.39,22.6816
2026-01-04 22:00:00,3,2,SEG-N,181.3888,181.3985,29.662,28.849,22.6816
2026-01-04 22:00:00,3,2,SEG-O,181.414,181.4796,28.647,27.481,22.6816
2026-01-04 22:00:00,3,2,SEG-P,181.4855,181.5034,26.97,25.96,22.6816
2026-01-04 22:00:00,3,2,SEG-Q,181.5134,181.5634,25.374,24.791,22.6816
2026-01-04 22:00:00,3,2,SEG-R,181.5483,181.3465,24.105,23.425,22.6816
2026-01-04 22:00:00,3,2,SEG-S,181.2752,181.4849,22.983,22.041,22.6816
2026-01-04 22:00:00,3,2,SEG-T,181.5774,181.4043,21.15,20.306,22.6816
2026-01-05 06:00:00,4,0,SEG-A,261.1883,261.1217,47.647,47.385,32.6526
2026-01-05 06:00:00,4,0,SEG-B,261.3587,261.2033,46.528,45.843,32.6526
2026-01-05 06:00:00,4,0,SEG-C,261.2981,261.1313,45.335,44.413,32.6526
2026-01-05 06:00:00,4,0,SEG-D,261.123,261.1331,43.978,43.002,32.6526
2026-01-05 06:00:00,4,0,SEG-E,261.2173,261.2604,42.485,41.827,32.6526
2026-01-05 06:00:00,4,0,SEG-F,261.3585,261.209,41.077,40.161,32.6526
2026-01-05 06:00:00,4,0,SEG-G,261.2123,261.3417,39.548,38.773,32.6526
2026-01-05 06:00:00,4,0,SEG-H,261.2867,261.1324,38.281,37.46,32.6526
2026-01-05 06:00:00,4,0,SEG-I,261.0429,261.2959,37.054,36.041,32.6526
2026-01-05 06:00:00,4,0,SEG-J,261.1913,261.248,35.154,34.54,32.6526
2026-01-05 06:00:00,4,0,SEG-K,261.1333,261.3304,33.909,33.248,32.6526
2026-01-05 06:00:00,4,0,SEG-L,261.163,261.2422,32.777,31.706,32.6526
2026-01-05 06:00:00,4,0,SEG-M,261.1488,261.2605,31.158,30.351,32.6526
2026-01-05 06:00:00,4,0,SEG-N,261.1603,261.3925,30.079,29.082,32.6526
2026-01-05 06:00:00,4,0,SEG-O,261.1011,261.2499,28.478,27.733,32.6526
2026-01-05 06:00:00,4,0,SEG-P,261.0608,260.9962,26.667,26.386,32.6526
2026-01-05 06:00:00,4,0,SEG-Q,261.3118,261.242,25.796,24.634,32.6526
2026-01-05 06:00:00,4,0,SEG-R,261.4028,261.282,24.214,23.401,32.6526
2026-01-05 06:00:00,4,0,SEG-S,261.395,261.3482,22.952,22.062,32.6526
2026-01-05 06:00:00,4,0,SEG-T,261.3088,261.128,21.468,20.508,32.6526
2026-01-05 14:00:00,4,1,SEG-A,326.7547,326.7112,47.932,47.053,40.8395
2026-01-05 14:00:00,4,1,SEG-B,326.4918,326.7415,46.549,45.668,40.8395
2026-01-05 14:00:00,4,1,SEG-C,326.5454,326.7996,45.048,44.103,40.8395
2026-01-05 14:00:00,4,1,SEG-D,326.9426,326.8494,43.667,42.975,40.8395
2026-01-05 14:00:00,4,1,SEG-E,326.6981,326.5557,42.368,41.369,40.8395
2026-01-05 14:00:00,4,1,SEG-F,326.732,326.6593,41.107,40.004,40.8395
2026-01-05 14:00:00,4,1,SEG-G,326.9147,326.7139,39.671,38.709,40.8395
2026-01-05 14:00:00,4,1,SEG-H,326.9126,326.7572,38.359,37.401,40.8395
2026-01-05 14:00:00,4,1,SEG-I,326.7272,327.0396,36.7,36.168,40.8395
2026-01-05 14:00:00,4,1,SEG-J,326.5313,326.9198,35.444,34.742,40.8395
2026-01-05 14:00:00,4,1,SEG-K,326.9638,326.7732,33.941,33.033,40.8395
2026-01-05 14:00:00,4,1,SEG-L,326.7086,326.8452,32.456,31.599,40.8395
2026-01-05 14:00:00,4,1,SEG-M,326.4111,326.932,30.966,30.342,40.8395
2026-01-05 14:00:00,4,1,SEG-N,326.6348,326.8892,29.684,28.946,40.8395
2026-01-05 14:00:00,4,1,SEG-O,326.5931,326.5407,28.488,27.645,40.8395
2026-01-05 14:00:00,4,1,SEG-P,326.6641,326.7893,27.12,26.17,40.8395
2026-01-05 14:00:00,4,1,SEG-Q,326.6714,326.7656,25.472,24.837,40.8395
2026-01-05 14:00:00,4,1,SEG-R,326.936,327.0103,24.152,23.326,40.8395
2026-01-05 14:00:00,4,1,SEG-S,326.6687,326.5032,22.88,21.806,40.8395
2026-01-05 14:00:00,4,1,SEG-T,326.7267,326.3571,21.284,20.521,40.8395
2026-01-05 22:00:00,4,2,SEG-A,161.8264,161.8059,48.055,47.186,20.221
2026-01-05 22:00:00,4,2,SEG-B,161.8089,161.7995,46.533,45.847,20.221
2026-01-05 22:00:00,4,2,SEG-C,161.6745,161.7741,45.157,44.46,20.221
2026-01-05 22:00:00,4,2,SEG-D,161.8139,161.8376,43.813,43.14,20.221
2026-01-05 22:00:00,4,2,SEG-E,161.6861,161.6751,42.367,41.677,20.221
2026-01-05 22:00:00,4,2,SEG-F,161.7117,161.8305,40.92,40.197,20.221
2026-01-05 22:00:00,4,2,SEG-G,161.8008,161.649,39.677,38.815,20.221
2026-01-05 22:00:00,4,2,SEG-H,161.7436,161.8043,38.306,37.615,20.221
2026-01-05 22:00:00,4,2,SEG-I,161.8182,161.6361,36.616,35.906,20.221
2026-01-05 22:00:00,4,2,SEG-J,161.9382,161.8861,35.433,34.542,20.221
2026-01-05 22:00:00,4,2,SEG-K,161.7559,161.6864,33.988,33.188,20.221
2026-01-05 22:00:00,4,2,SEG-L,161.737,161.8556,32.79,31.748,20.221
2026-01-05 22:00:00,4,2,SEG-M,161.8153,161.7089,31.372,30.346,20.221
2026-01-05 22:00:00,4,2,SEG-N,161.7356,161.72,29.659,29.046,20.221
2026-01-05 22:00:00,4,2,SEG-O,161.5995,161.7271,28.256,27.819,20.221
2026-01-05 22:00:00,4,2,SEG-P,161.7833,161.8722,26.971,26.247,20.221
2026-01-05 22:00:00,4,2,SEG-Q,161.8176,161.7759,25.829,24.788,20.221
2026-01-05 22:00:00,4,2,SEG-R,161.6072,161.8505,23.965,23.386,20.221
2026-01-05 22:00:00,4,2,SEG-S,161.7125,161.6476,22.715,22.021,20.221
2026-01-05 22:00:00,4,2,SEG-T,161.7205,161.8315,21.351,20.3,20.221
2026-01-06 06:00:00,5,0,SEG-A,191.3003,191.3564,47.967,47.165,23.9177
2026-01-06 06:00:00,5,0,SEG-B,191.3269,191.4763,46.883,45.905,23.9177
2026-01-06 06:00:00,5,0,SEG-C,191.3949,191.3382,45.299,44.376,23.9177
2026-01-06 06:00:00,5,0,SEG-D,191.2229,191.3852,43.784,42.949,23.9177
