timestamp,day,slot,tank_id,product,dip_level_m,observed_volume_kl,temp_c,density_obs_kgm3,density_15c,vcf,net_volume_kl15,mass_tonnes,water_dip_cm,ullage_m,vapour_space_m3
2026-01-04 06:00:00,3,0,TK-04,HSD,8.3053,2609.186,20.02,827.71,831.31,0.995672,2597.895,2159.655,0.9,4.695,1487.76
2026-01-04 06:00:00,3,0,TK-05,HSD,8.2954,3153.344,19.95,827.49,831.04,0.995736,3139.898,2609.375,0.8,5.205,1992.91
2026-01-04 14:00:00,3,1,TK-01,HSD,8.0665,2534.168,27.38,822.92,831.8,0.989332,2507.134,2085.422,1.7,4.933,1579.19
2026-01-04 14:00:00,3,1,TK-02,HSD,8.154,2561.661,27.34,824.08,832.92,0.989388,2534.475,2111.004,1.5,4.846,1552.24
2026-01-04 14:00:00,3,1,TK-03,HSD,8.1052,2062.512,27.11,824.49,833.16,0.989594,2041.05,1700.526,1.3,3.895,1012.62
2026-01-04 14:00:00,3,1,TK-04,HSD,8.1804,2569.934,26.98,823.33,831.91,0.989677,2543.404,2115.896,1.1,4.82,1539.7
2026-01-04 14:00:00,3,1,TK-05,HSD,9.0135,3426.313,26.73,823.28,831.69,0.989891,3391.678,2820.809,1.0,4.487,1742.01
2026-01-04 22:00:00,3,2,TK-01,HSD,8.5152,2675.12,22.3,826.44,831.66,0.993716,2658.31,2210.814,1.3,4.485,1424.9
2026-01-04 22:00:00,3,2,TK-02,HSD,8.0302,2522.77,22.51,827.49,832.86,0.993549,2506.495,2087.57,1.5,4.97,1577.83
2026-01-04 22:00:00,3,2,TK-03,HSD,7.9915,2033.6,22.52,827.5,832.88,0.993542,2020.467,1682.799,1.4,4.008,1033.26
2026-01-04 22:00:00,3,2,TK-04,HSD,8.0731,2536.234,22.43,826.52,831.84,0.993605,2520.014,2096.248,1.1,4.927,1565.42
2026-01-04 22:00:00,3,2,TK-05,HSD,8.8852,3377.566,22.89,826.23,831.88,0.993206,3354.619,2790.644,1.1,4.615,1776.28
2026-01-05 06:00:00,4,0,TK-01,HSD,8.3295,2616.786,19.93,828.49,832.02,0.995759,2605.688,2167.974,0.8,4.671,1476.53
2026-01-05 06:00:00,4,0,TK-02,HSD,8.6804,2727.035,19.92,829.34,832.85,0.995781,2715.529,2261.628,0.7,4.32,1370.35
2026-01-05 06:00:00,4,0,TK-03,HSD,7.817,1989.193,19.64,828.43,831.75,0.996004,1981.244,1647.901,1.3,4.183,1072.49
2026-01-05 06:00:00,4,0,TK-04,HSD,7.8853,2477.245,19.07,830.54,833.44,0.996516,2468.615,2057.452,0.7,5.115,1614.33
2026-01-05 06:00:00,4,0,TK-05,HSD,8.6935,3304.688,19.59,828.98,832.27,0.996055,3291.65,2739.528,1.5,4.806,1841.44
2026-01-05 14:00:00,4,1,TK-01,HSD,8.2474,2591.006,27.49,823.28,832.23,0.989241,2563.128,2133.119,1.4,4.753,1521.35
2026-01-05 14:00:00,4,1,TK-02,HSD,8.5791,2695.191,27.1,823.96,832.63,0.989591,2667.136,2220.733,0.8,4.421,1417.0
2026-01-05 14:00:00,4,1,TK-03,HSD,7.7351,1968.346,27.73,823.66,832.77,0.989055,1946.802,1621.244,1.3,4.265,1106.54
2026-01-05 14:00:00,4,1,TK-04,HSD,8.837,2776.215,27.33,821.69,830.55,0.989337,2746.612,2281.198,2.0,4.163,1335.68
2026-01-05 14:00:00,4,1,TK-05,HSD,8.5992,3268.847,27.34,823.22,832.06,0.989372,3234.105,2690.98,1.1,4.901,1898.0
2026-01-05 22:00:00,4,2,TK-01,HSD,8.619,2707.745,21.09,825.89,830.26,0.994742,2693.507,2236.308,1.3,4.381,1390.79
2026-01-05 22:00:00,4,2,TK-02,HSD,8.4387,2651.106,21.45,827.14,831.76,0.994445,2636.38,2192.825,1.0,4.561,1447.54
2026-01-05 22:00:00,4,2,TK-03,HSD,7.6048,1935.19,21.2,827.81,832.25,0.994667,1924.869,1601.977,1.5,4.395,1128.84
2026-01-05 22:00:00,4,2,TK-04,HSD,8.6912,2730.43,21.08,828.65,833.0,0.994782,2716.183,2262.571,1.4,4.309,1367.15
2026-01-05 22:00:00,4,2,TK-05,HSD,8.4555,3214.195,21.1,827.79,832.16,0.994752,3197.327,2660.678,1.2,5.045,1935.03
2026-01-06 06:00:00,5,0,TK-01,HSD,8.4281,2647.755,19.51,828.06,831.29,0.996117,2637.475,2192.503,1.1,4.572,1445.17
2026-01-06 06:00:00,5,0,TK-02,HSD,8.2577,2594.218,19.97,828.09,831.65,0.995722,2583.12,2148.252,1.3,4.742,1500.78
2026-01-06 06:00:00,5,0,TK-03,HSD,7.4357,1892.163,19.65,829.46,832.78,0.996009,1884.611,1569.466,1.7,4.564,1167.71
2026-01-06 06:00:00,5,0,TK-04,HSD,8.5099,2673.472,19.87,828.23,831.72,0.99581,2662.271,2214.252,1.3,4.49,1422.02
2026-01-06 06:00:00,5,0,TK-05,HSD,8.7676,3332.862,19.4,828.37,831.53,0.996208,3320.226,2760.852,1.3,4.732,1812.1
2026-01-06 14:00:00,5,1,TK-01,HSD,8.2958,2606.193,27.07,823.52,832.17,0.989607,2579.107,2146.25,1.2,4.704,1503.07
2026-01-06 14:00:00,5,1,TK-02,HSD,8.1242,2552.307,26.96,822.93,831.5,0.989683,2525.975,2100.358,0.9,4.876,1557.45
2026-01-06 14:00:00,5,1,TK-03,HSD,8.5685,2180.408,27.36,824.58,833.43,0.989385,2157.262,1797.921,1.2,3.432,897.67
2026-01-06 14:00:00,5,1,TK-04,HSD,8.3796,2632.543,27.35,823.26,832.11,0.989365,2604.546,2167.266,1.3,4.62,1480.42
2026-01-06 14:00:00,5,1,TK-05,HSD,8.6334,3281.839,27.23,823.37,832.14,0.989464,3247.26,2702.184,0.9,4.867,1884.93
2026-01-06 22:00:00,5,2,TK-01,HSD,8.1679,2566.023,21.61,827.5,832.23,0.994319,2551.447,2123.395,1.1,4.832,1533.2
2026-01-06 22:00:00,5,2,TK-02,HSD,8.5325,2680.548,21.24,828.2,832.66,0.994642,2666.187,2220.022,1.4,4.468,1417.14
2026-01-06 22:00:00,5,2,TK-03,HSD,8.4165,2141.726,21.48,829.28,833.9,0.994453,2129.847,1776.083,1.4,3.584,922.84
2026-01-06 22:00:00,5,2,TK-04,HSD,8.2416,2589.163,21.8,826.96,831.83,0.994148,2574.011,2141.145,1.0,4.758,1510.82
2026-01-06 22:00:00,5,2,TK-05,HSD,8.4981,3230.402,21.99,827.51,832.51,0.993991,3210.989,2673.175,0.9,5.002,1922.84
2026-01-07 06:00:00,6,0,TK-01,HSD,8.765,2753.618,22.64,827.02,832.48,0.993435,2735.539,2277.295,1.4,4.235,1348.88
2026-01-07 06:00:00,6,0,TK-02,HSD,8.376,2631.392,22.45,826.23,831.57,0.99358,2614.498,2174.126,1.6,4.624,1470.34
2026-01-07 06:00:00,6,0,TK-03,HSD,8.2621,2102.457,22.5,827.1,832.47,0.993552,2088.902,1738.94,0.8,3.738,965.35
2026-01-07 06:00:00,6,0,TK-04,HSD,8.0763,2537.251,22.94,826.76,832.45,0.993173,2519.928,2097.708,1.1,4.924,1562.15
2026-01-07 06:00:00,6,0,TK-05,HSD,8.3244,3164.384,22.42,825.59,830.91,0.993601,3144.136,2612.495,1.5,5.176,1986.85
2026-01-07 14:00:00,6,1,TK-01,HSD,8.6108,2705.151,25.99,825.63,833.49,0.990566,2679.631,2233.449,1.1,4.389,1404.19
2026-01-07 14:00:00,6,1,TK-02,HSD,8.2322,2586.228,26.8,823.76,832.22,0.989841,2559.954,2130.435,0.8,4.768,1523.2
2026-01-07 14:00:00,6,1,TK-03,HSD,8.1153,2065.103,26.21,824.53,832.56,0.990358,2045.191,1702.743,1.0,3.885,1007.58
2026-01-07 14:00:00,6,1,TK-04,HSD,7.9362,2493.229,26.74,824.08,832.49,0.989903,2468.054,2054.621,1.2,5.064,1613.15
2026-01-07 14:00:00,6,1,TK-05,HSD,8.9769,3412.401,26.5,823.85,832.09,0.9901,3378.617,2811.315,0.8,4.523,1753.33
2026-01-07 22:00:00,6,2,TK-01,HSD,8.474,2662.186,22.61,826.08,831.53,0.993444,2644.733,2199.173,1.2,4.526,1438.8
2026-01-07 22:00:00,6,2,TK-02,HSD,8.0948,2543.064,22.63,828.05,833.5,0.993462,2526.436,2105.78,1.9,4.905,1556.27
2026-01-07 22:00:00,6,2,TK-03,HSD,7.9913,2033.53,22.78,827.39,832.96,0.993317,2019.941,1682.523,1.0,4.009,1034.0
2026-01-07 22:00:00,6,2,TK-04,HSD,8.3584,2625.866,22.75,826.36,831.91,0.993326,2608.34,2169.902,1.5,4.642,1474.21
2026-01-07 22:00:00,6,2,TK-05,HSD,8.8383,3359.741,22.82,825.9,831.5,0.993265,3337.112,2774.82,1.0,4.662,1796.96
2026-01-08 06:00:00,7,0,TK-01,HSD,8.2923,2605.101,19.39,828.9,832.04,0.996223,2595.262,2159.372,1.1,4.708,1489.44
2026-01-08 06:00:00,7,0,TK-02,HSD,8.6482,2716.909,19.46,828.75,831.94,0.996169,2706.499,2251.637,1.0,4.352,1378.14
2026-01-08 06:00:00,7,0,TK-03,HSD,7.8146,1988.585,19.1,829.55,832.48,0.996481,1981.588,1649.629,1.7,4.185,1072.66
2026-01-08 06:00:00,7,0,TK-04,HSD,8.1859,2571.686,19.07,828.71,831.62,0.996501,2562.688,2131.174,0.8,4.814,1524.17
2026-01-08 06:00:00,7,0,TK-05,HSD,8.6351,3282.482,19.35,829.61,832.72,0.996265,3270.224,2723.182,1.0,4.865,1860.79
2026-01-08 14:00:00,7,1,TK-01,HSD,8.1841,2571.099,27.12,823.41,832.1,0.989565,2544.27,2117.077,1.3,4.816,1540.06
2026-01-08 14:00:00,7,1,TK-02,HSD,8.5354,2681.487,27.08,822.99,831.65,0.989584,2653.556,2206.827,1.5,4.465,1430.93
2026-01-08 14:00:00,7,1,TK-03,HSD,7.7106,1962.109,26.7,824.44,832.82,0.98994,1942.371,1617.643,1.8,4.289,1111.31
2026-01-08 14:00:00,7,1,TK-04,HSD,8.8997,2795.914,27.04,822.87,831.51,0.989611,2766.868,2300.672,1.4,4.1,1317.99
2026-01-08 14:00:00,7,1,TK-05,HSD,8.5223,3239.604,26.81,822.69,831.16,0.989809,3206.591,2665.175,0.9,4.978,1924.61
2026-01-08 22:00:00,7,2,TK-01,HSD,8.5872,2697.763,23.05,826.24,832.01,0.99307,2679.066,2229.002,0.9,4.413,1404.4
2026-01-08 22:00:00,7,2,TK-02,HSD,8.3931,2636.768,22.65,825.89,831.37,0.993403,2619.374,2177.679,1.2,4.607,1465.6
2026-01-08 22:00:00,7,2,TK-03,HSD,7.5902,1931.468,22.8,826.69,832.27,0.993296,1918.518,1596.733,1.1,4.41,1136.69
2026-01-08 22:00:00,7,2,TK-04,HSD,8.7566,2750.959,23.26,825.34,831.26,0.992876,2731.361,2270.483,1.0,4.243,1354.14
2026-01-08 22:00:00,7,2,TK-05,HSD,8.3812,3185.955,22.63,826.51,831.97,0.993437,3165.045,2633.209,1.1,5.119,1966.53
2026-01-09 06:00:00,8,0,TK-01,HSD,8.4173,2644.365,19.04,828.23,831.13,0.996521,2635.165,2190.154,1.2,4.583,1450.95
2026-01-09 06:00:00,8,0,TK-02,HSD,8.2235,2583.49,19.37,828.45,831.58,0.996235,2573.764,2140.289,1.6,4.776,1511.09
2026-01-09 06:00:00,8,0,TK-03,HSD,7.4286,1890.348,19.23,830.99,834.01,0.996379,1883.503,1570.866,1.3,4.571,1169.99
2026-01-09 06:00:00,8,0,TK-04,HSD,8.5663,2691.191,18.85,829.2,831.95,0.996693,2682.292,2231.541,1.1,4.434,1401.56
2026-01-09 06:00:00,8,0,TK-05,HSD,8.8178,3351.931,18.97,828.5,831.34,0.996579,3340.465,2777.077,1.2,4.682,1789.97
2026-01-09 14:00:00,8,1,TK-01,HSD,8.2901,2604.397,25.75,822.2,829.93,0.990694,2580.159,2141.342,1.0,4.71,1504.88
2026-01-09 14:00:00,8,1,TK-02,HSD,8.096,2543.418,25.99,823.14,831.02,0.990513,2519.288,2093.586,0.7,4.904,1563.79
2026-01-09 14:00:00,8,1,TK-03,HSD,8.4919,2160.938,26.09,825.32,833.26,0.990474,2140.352,1783.475,1.1,3.508,911.67
2026-01-09 14:00:00,8,1,TK-04,HSD,8.4459,2653.36,26.03,823.03,830.95,0.990472,2628.079,2183.8,0.9,4.554,1456.51
2026-01-09 14:00:00,8,1,TK-05,HSD,8.6895,3303.151,25.8,823.62,831.36,0.990688,3272.39,2720.539,1.2,4.811,1858.42
2026-01-09 22:00:00,8,2,TK-01,HSD,8.169,2566.37,21.63,826.78,831.53,0.994288,2551.711,2121.82,1.6,4.831,1534.1
2026-01-09 22:00:00,8,2,TK-02,HSD,8.5181,2676.054,22.24,826.28,831.46,0.993758,2659.351,2211.157,2.0,4.482,1426.33
2026-01-09 22:00:00,8,2,TK-03,HSD,8.3725,2130.536,21.76,828.87,833.7,0.994204,2118.186,1765.929,0.6,3.628,935.94
2026-01-09 22:00:00,8,2,TK-04,HSD,8.3157,2612.452,21.91,827.87,832.81,0.994068,2596.954,2162.781,0.8,4.684,1486.28
2026-01-09 22:00:00,8,2,TK-05,HSD,8.5677,3256.872,22.22,825.89,831.07,0.993774,3236.596,2689.827,1.0,4.932,1895.51
2026-01-10 06:00:00,9,0,TK-01,HSD,8.8015,2765.078,20.63,827.31,831.34,0.995151,2751.67,2287.573,1.3,4.198,1332.52
2026-01-10 06:00:00,9,0,TK-02,HSD,8.3489,2622.89,20.03,828.44,832.04,0.995673,2611.542,2172.91,1.1,4.651,1470.71
2026-01-10 06:00:00,9,0,TK-03,HSD,8.2256,2093.166,20.69,829.88,833.94,0.995125,2082.962,1737.069,1.4,3.774,971.3
2026-01-10 06:00:00,9,0,TK-04,HSD,8.165,2565.115,20.54,828.61,832.57,0.995245,2552.917,2125.476,1.1,4.835,1529.65
2026-01-10 06:00:00,9,0,TK-05,HSD,8.4118,3197.586,20.83,826.98,831.16,0.994977,3181.525,2644.349,1.3,5.088,1949.54
2026-01-10 14:00:00,9,1,TK-01,HSD,8.6561,2719.391,27.48,821.59,830.56,0.989209,2690.047,2234.236,1.3,4.344,1394.92
2026-01-10 14:00:00,9,1,TK-02,HSD,8.2197,2582.308,27.69,823.67,832.76,0.989085,2554.121,2126.966,1.2,4.78,1529.98
2026-01-10 14:00:00,9,1,TK-03,HSD,8.0849,2057.366,27.67,823.82,832.89,0.98911,2034.961,1694.906,1.5,3.915,1018.52
2026-01-10 14:00:00,9,1,TK-04,HSD,8.0321,2523.365,27.46,823.72,832.64,0.989284,2496.326,2078.552,0.9,4.968,1587.58
2026-01-10 14:00:00,9,1,TK-05,HSD,8.8631,3369.158,27.45,824.11,833.02,0.989303,3333.117,2776.549,0.9,4.637,1799.04
2026-01-10 22:00:00,9,2,TK-01,HSD,8.5035,2671.441,21.98,825.19,830.2,0.993971,2655.336,2204.451,1.4,4.497,1427.68
2026-01-10 22:00:00,9,2,TK-02,HSD,8.0826,2539.212,22.06,825.9,830.96,0.993912,2523.754,2097.143,1.4,4.917,1561.09
2026-01-10 22:00:00,9,2,TK-03,HSD,7.9443,2021.59,21.97,828.47,833.45,0.994027,2009.514,1674.822,1.2,4.056,1043.31
2026-01-10 22:00:00,9,2,TK-04,HSD,8.4641,2659.084,22.26,827.03,832.23,0.993754,2642.477,2199.149,1.2,4.536,1441.54
2026-01-10 22:00:00,9,2,TK-05,HSD,8.7188,3314.289,22.28,826.91,832.12,0.993738,3293.534,2740.613,0.9,4.781,1839.64
2026-01-11 06:00:00,10,0,TK-01,HSD,8.3488,2622.867,20.98,826.31,830.6,0.994842,2609.337,2167.312,1.0,4.651,1474.94
2026-01-11 06:00:00,10,0,TK-02,HSD,8.5619,2689.801,20.55,827.99,831.96,0.995228,2676.964,2227.121,0.9,4.438,1406.46
2026-01-11 06:00:00,10,0,TK-03,HSD,7.8,1984.85,20.66,829.44,833.49,0.995147,1975.217,1646.316,1.0,4.2,1079.08
2026-01-11 06:00:00,10,0,TK-04,HSD,8.2972,2606.632,20.68,827.01,831.08,0.995107,2593.878,2155.721,1.1,4.703,1488.56
2026-01-11 06:00:00,10,0,TK-05,HSD,8.5502,3250.202,20.52,827.44,831.39,0.995248,3234.757,2689.346,0.8,4.95,1898.22
2026-01-11 14:00:00,10,1,TK-01,HSD,8.249,2591.484,27.34,822.34,831.2,0.989344,2563.868,2131.089,1.1,4.751,1520.86
2026-01-11 14:00:00,10,1,TK-02,HSD,8.4606,2657.975,27.71,823.01,832.12,0.989048,2628.864,2187.529,1.1,4.539,1453.58
2026-01-11 14:00:00,10,1,TK-03,HSD,7.7056,1960.849,27.6,823.72,832.74,0.989165,1939.603,1615.188,1.0,4.294,1113.83
2026-01-11 14:00:00,10,1,TK-04,HSD,8.203,2577.05,27.42,822.16,831.07,0.989278,2549.419,2118.757,1.3,4.797,1534.23
2026-01-11 14:00:00,10,1,TK-05,HSD,9.2014,3497.74,27.63,822.62,831.68,0.989112,3459.659,2877.315,1.0,4.299,1673.82
2026-01-11 22:00:00,10,2,TK-01,HSD,8.106,2546.57,21.89,826.57,831.51,0.994066,2531.46,2104.924,1.4,4.894,1553.18
2026-01-11 22:00:00,10,2,TK-02,HSD,8.3096,2610.523,21.63,827.47,832.21,0.994298,2595.637,2160.122,1.8,4.69,1486.75
2026-01-11 22:00:00,10,2,TK-03,HSD,7.5707,1926.514,21.73,828.99,833.8,0.994232,1915.402,1597.064,1.5,4.429,1138.29
2026-01-11 22:00:00,10,2,TK-04,HSD,8.4595,2657.64,22.05,827.52,832.56,0.993943,2641.543,2199.241,1.5,4.54,1442.58
2026-01-11 22:00:00,10,2,TK-05,HSD,9.0374,3435.406,21.81,826.39,831.27,0.994131,3415.244,2839.0,1.7,4.463,1717.43
2026-01-12 06:00:00,11,0,TK-01,HSD,8.5172,2675.748,19.78,828.8,832.21,0.995895,2664.765,2217.653,1.3,4.483,1417.11
2026-01-12 06:00:00,11,0,TK-02,HSD,8.1485,2559.923,19.95,829.03,832.57,0.995745,2549.03,2122.255,0.6,4.852,1535.23
2026-01-12 06:00:00,11,0,TK-03,HSD,7.4183,1887.718,20.16,829.48,833.17,0.995575,1879.364,1565.821,1.6,4.582,1174.04
2026-01-12 06:00:00,11,0,TK-04,HSD,8.2851,2602.834,19.65,827.1,830.44,0.995985,2592.384,2152.813,0.9,4.715,1491.88
2026-01-12 06:00:00,11,0,TK-05,HSD,8.8544,3365.834,19.95,828.34,831.88,0.995744,3351.508,2788.044,1.3,4.646,1781.15
2026-01-12 14:00:00,11,1,TK-01,HSD,8.3591,2626.081,25.14,823.83,831.1,0.991247,2603.095,2163.434,1.4,4.641,1480.42
2026-01-12 14:00:00,11,1,TK-02,HSD,7.9895,2509.983,25.35,825.33,832.74,0.991101,2487.646,2071.556,0.8,5.01,1595.74
2026-01-12 14:00:00,11,1,TK-03,HSD,8.4329,2145.917,25.26,825.73,833.07,0.991185,2127.002,1771.94,1.8,3.567,926.95
2026-01-12 14:00:00,11,1,TK-04,HSD,8.1266,2553.044,24.83,824.17,831.22,0.991519,2531.391,2104.132,0.9,4.873,1553.42
2026-01-12 14:00:00,11,1,TK-05,HSD,8.6849,3301.418,25.41,823.57,831.04,0.991016,3271.759,2718.947,1.1,4.815,1860.69
2026-01-12 22:00:00,11,2,TK-01,HSD,8.2546,2593.271,23.31,826.71,832.65,0.992862,2574.761,2143.871,1.5,4.745,1509.31
2026-01-12 22:00:00,11,2,TK-02,HSD,8.4737,2662.097,23.18,827.26,833.11,0.992976,2643.398,2202.253,1.5,4.526,1440.19
2026-01-12 22:00:00,11,2,TK-03,HSD,8.3296,2119.634,23.57,827.69,833.81,0.992657,2104.069,1754.399,1.2,3.67,950.55
2026-01-12 22:00:00,11,2,TK-04,HSD,8.018,2518.915,23.11,826.45,832.26,0.993025,2501.346,2081.767,1.5,4.982,1581.5
2026-01-12 22:00:00,11,2,TK-05,HSD,8.5668,3256.537,23.19,825.91,831.78,0.992947,3233.568,2689.606,1.1,4.933,1896.99
2026-01-13 06:00:00,12,0,TK-01,HSD,8.1019,2545.294,21.04,826.73,831.06,0.994794,2532.042,2104.268,1.2,4.898,1552.68
2026-01-13 06:00:00,12,0,TK-02,HSD,8.3171,2612.886,20.8,827.89,832.04,0.995011,2599.849,2163.172,1.5,4.683,1484.72
